class;term;comment
independent continuant;Taiwan Zebu, China (Cattle);
independent continuant;Lohman, Democratic Republic of the Congo (Chicken);
independent continuant;Holstein, Peru (Cattle);
independent continuant;Taiwan Yellow, China (Cattle);
independent continuant;Roman Layer, China (Chicken);
independent continuant;Holstein Friesian, Philippines (Cattle);
independent continuant;Ujumqin, China (Cattle);
independent continuant;LSL, Finland (Chicken);
independent continuant;Friesian, Papua New Guinea (Cattle);
independent continuant;Tibetan, China (Cattle);
independent continuant;Lohmann, Colombia (Chicken);
independent continuant;Shangai, China (Cattle);
independent continuant;Lohmann, Albania (Chicken);
independent continuant;Holstein-Friesian, Nepal (Cattle);
independent continuant;Sanjiang, China (Cattle);
independent continuant;Leghorn C R, Venezuela (Bolivarian Republic of) (Chicken);
independent continuant;Friesian, Oman (Cattle);
independent continuant;Taiwan, China (Cattle);
independent continuant;Lohmann, Chile (Chicken);
independent continuant;Holstein Friesian, Pakistan (Cattle);
independent continuant;Taihang, China (Cattle);
independent continuant;Lohmann, Bolivia (Plurinational State of) (Chicken);
independent continuant;Polska holsztyńsko-fryzyjska czarno-biała, Poland (Cattle);
independent continuant;Wandong, China (Cattle);
independent continuant;Frisia, Portugal (Cattle);
independent continuant;WENSHAN CATTLE, China (Cattle);
independent continuant;Lohmann, Guatemala (Chicken);
independent continuant;Holando, Paraguay (Cattle);
independent continuant;Sal'skaya, Russian Federation (Sheep);
independent continuant;Sarajin, Tajikistan (Sheep);
independent continuant;Tadzhikskaya, Tajikistan (Sheep);
independent continuant;Arkal, Turkmenistan (Sheep);
independent continuant;Ashkhabadskaya, Turkmenistan (Sheep);
independent continuant;Santa Inês, Malaysia (Sheep);
independent continuant;Santa Ines, Brazil (Sheep);
independent continuant;Santa Inés, Bolivia (Plurinational State of) (Sheep);
independent continuant;Pamir Finewool, Tajikistan (Sheep);
independent continuant;Santa Cruz, United States of America (Sheep);
independent continuant;Pamirskaya, Tajikistan (Sheep);
independent continuant;Saradzhinskaya, Russian Federation (Sheep);
independent continuant;Sary-Ja, Kazakhstan (Sheep);
independent continuant;Santa Inés, Paraguay (Sheep);
independent continuant;Santa Inés, Peru (Sheep);
independent continuant;Erek, Turkmenistan (Sheep);
independent continuant;Saraja, Turkmenistan (Sheep);
independent continuant;Tekin, Turkmenistan (Sheep);
independent continuant;Saradzhinskaya, Turkmenistan (Sheep);
independent continuant;Turkmenskaya kurdyuchnaya, Turkmenistan (Sheep);
independent continuant;Friesian, Mauritius (Cattle);
independent continuant;Pinglu Mountainous, China (Cattle);
independent continuant;Single Comb White Leghorn-Line 35, Ukraine (Chicken);
independent continuant;Friesian, Malawi (Cattle);
independent continuant;Panjiang, China (Cattle);
independent continuant;Single Comb White Leghorn-Line 34, Ukraine (Chicken);
independent continuant;Holstein, Malawi (Cattle);
independent continuant;Qaidam, China (Cattle);
independent continuant;Leghorn Americano, Uruguay (Chicken);
independent continuant;Holstein Friesian, Malaysia (Cattle);
independent continuant;Pingwu, China (Cattle);
independent continuant;Single Comb White Leghorn-Line D4 or 04, Ukraine (Chicken);
independent continuant;Minnan, China (Cattle);
independent continuant;Single Comb White Leghorn-Line 273, Ukraine (Chicken);
independent continuant;Single Comb White Leghorn-Line 26, Ukraine (Chicken);
independent continuant;Holstein-Friesian, Mozambique (Cattle);
independent continuant;Nanyang, China (Cattle);
independent continuant;Single Comb White Leghorn-Line 32, Ukraine (Chicken);
independent continuant;Holstein, Mauritania (Cattle);
independent continuant;Nandan, China (Cattle);
independent continuant;Single Comb White Leghorn-Line 31, Ukraine (Chicken);
independent continuant;Holstein-Friesian, Namibia (Cattle);
independent continuant;Rikaze Humped, China (Cattle);
independent continuant;Leghorn Plateado, Uruguay (Chicken);
independent continuant;Holstein, Nicaragua (Cattle);
independent continuant;Qinchuan, China (Cattle);
independent continuant;Leghorn Ingles, Uruguay (Chicken);
independent continuant;Holstein Friesian (zwartbont), Netherlands (Cattle);
independent continuant;Holstein, Norway (Cattle);
independent continuant;Sanhe, China (Cattle);
independent continuant;South Down, Romania (Sheep);
independent continuant;South Down, Netherlands (Sheep);
independent continuant;South Down, Sri Lanka (Sheep);
independent continuant;South Down, Kenya (Sheep);
independent continuant;Southdown, United States of America (Sheep);
independent continuant;Southdown, Uruguay (Sheep);
independent continuant;Meuse Rhine Yssel, Ireland (Cattle);
independent continuant;Meuse Rhine Ijssel, Sri Lanka (Cattle);
independent continuant;German red and white, Lithuania (Cattle);
independent continuant;Holstein (red and white), Luxembourg (Cattle);
independent continuant;Meuse-Rhine-Issel, United Kingdom of Great Britain and Northern Ireland (Cattle);
independent continuant;Red Holstein, Panama (Cattle);
independent continuant;Meuse-Rhine-Yssel, Luxembourg (Cattle);
independent continuant;Holstein Red and White, Latvia (Cattle);
independent continuant;Pie Rouge Norvégienne, Madagascar (Cattle);
independent continuant;Holstein Friesian roodbont, Netherlands (Cattle);
independent continuant;South Down, India (Sheep);
independent continuant;Southdown français, France (Sheep);
independent continuant;Southdown, Canada (Sheep);
independent continuant;South down, Bolivia (Plurinational State of) (Sheep);
independent continuant;South Dorset Down, Australia (Sheep);
independent continuant;Parkentskaya Myaso-Sherstnaya, Uzbekistan (Sheep);
independent continuant;South African Mutton Merino, Zimbabwe (Sheep);
independent continuant;Uzbek Mutton-Wool, Uzbekistan (Sheep);
independent continuant;South African Mutton Merino, South Africa (Sheep);
independent continuant;SAMM, Uruguay (Sheep);
independent continuant;Willamette, United States of America (Sheep);
independent continuant;South Down, Australia (Sheep);
independent continuant;Akhangaranskaya Myaso-sherstnaya, Uzbekistan (Sheep);
independent continuant;South Down, Argentina (Sheep);
independent continuant;Arabi, Uzbekistan (Sheep);
independent continuant;South Dorset Down, New Zealand (Sheep);
independent continuant;Hissar, Uzbekistan (Sheep);
independent continuant;Roodbont, Belgium (Cattle);
independent continuant;Witrood Ras van Belgie, Belgium (Cattle);
independent continuant;Meuse Rhine Yssel, Chile (Cattle);
independent continuant;RED holštýnské, Czechia (Cattle);
independent continuant;Rouge Flamande, France (Cattle);
independent continuant;Færøsk, Faroe Islands (Cattle);
independent continuant;Danish Red Holstein, Denmark (Cattle);
independent continuant;Dansk Rødbroget Kvæg, Denmark (Cattle);
independent continuant;Rod Dansk Malkerace, Denmark (Cattle);
independent continuant;Eesti punane, Estonia (Cattle);
independent continuant;Lacaune, United States of America (Sheep);
independent continuant;Leicester Longwool, United States of America (Sheep);
independent continuant;North Country Cheviot, United States of America (Sheep);
independent continuant;Romeldale, United States of America (Sheep);
independent continuant;South African Meat Merion, Canada (Sheep);
independent continuant;South African Mutton Merino, Australia (Sheep);
independent continuant;Rubia del Molar, Spain (Sheep);
independent continuant;Solognote, Netherlands (Sheep);
independent continuant;East Friesian, United States of America (Sheep);
independent continuant;Solognote, France (Sheep);
independent continuant;Gulf Coast Native, United States of America (Sheep);
independent continuant;Soay, United States of America (Sheep);
independent continuant;Hog Island, United States of America (Sheep);
independent continuant;Soay, Netherlands (Sheep);
independent continuant;Somali, Somalia (Sheep);
independent continuant;Barbados Blackbelly, United States of America (Sheep);
independent continuant;Somali, Kenya (Sheep);
independent continuant;California Red, United States of America (Sheep);
independent continuant;Somali, Djibouti (Sheep);
independent continuant;Debouillet, United States of America (Sheep);
independent continuant;Somali Brasileiro, Brazil (Sheep);
independent continuant;Delaine Merino, United States of America (Sheep);
independent continuant;Friesian, Samoa (Cattle);
independent continuant;Dutch Friesian, South Africa (Cattle);
independent continuant;Holstein, South Africa (Cattle);
independent continuant;Meuse-Rhine-Issel, Australia (Cattle);
independent continuant;Holstein Pie Rouge, Belgium (Cattle);
independent continuant;Pie rouge de l`Est de la Belgique, Belgium (Cattle);
independent continuant;SA Friesland, South Africa (Cattle);
independent continuant;SA Holstein, South Africa (Cattle);
independent continuant;Holstein-Friesian, Zambia (Cattle);
independent continuant;Holstein-Friesian, Zimbabwe (Cattle);
independent continuant;by-Azovian type of Tsigai breed, Ukraine (Sheep);
independent continuant;Criollo Uruguayo, Uruguay (Sheep);
independent continuant;Merilin, Uruguay (Sheep);
independent continuant;Soay, Luxembourg (Sheep);
independent continuant;Soay, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Skudde, Germany (Sheep);
independent continuant;Reshetilovka, Ukraine (Sheep);
independent continuant;Skude, Czechia (Sheep);
independent continuant;Sokil'ska, Ukraine (Sheep);
independent continuant;Skudde, Switzerland (Sheep);
independent continuant;Ukrainian Carpathian Mountain, Ukraine (Sheep);
independent continuant;Shropshire, United States of America (Sheep);
independent continuant;Ukrainian type of Soviet Mutton-Wool, Ukraine (Sheep);
independent continuant;Soay, Canada (Sheep);
independent continuant;Mazaevskii Merinos, Ukraine (Sheep);
independent continuant;Soay, Belgium (Sheep);
independent continuant;Olibs, Ukraine (Sheep);
independent continuant;Skudde, Netherlands (Sheep);
independent continuant;Prekos native (Kharkivian and Transcarpathian types), Ukraine (Sheep);
independent continuant;Skudde, Luxembourg (Sheep);
independent continuant;Pyrny, Ukraine (Sheep);
independent continuant;Banyo, Cameroon (Cattle);
independent continuant;Friesian, Tonga (Cattle);
independent continuant;Kapsiki, Cameroon (Cattle);
independent continuant;Frisonne-Holstein, Tunisia (Cattle);
independent continuant;Goudali de l'Adamaoua, Cameroon (Cattle);
independent continuant;Soay Schaf, Germany (Sheep);
independent continuant;Holstein, United States of America (Cattle);
independent continuant;Bashi, Democratic Republic of the Congo (Cattle);
independent continuant;Holstein, Uzbekistan (Cattle);
independent continuant;Angolan, Democratic Republic of the Congo (Cattle);
independent continuant;Holstein, Venezuela (Bolivarian Republic of) (Cattle);
independent continuant;Holstein Friesian, Viet Nam (Cattle);
independent continuant;Dhani, Democratic Republic of the Congo (Cattle);
independent continuant;Holstein Friesian, Turkey (Cattle);
independent continuant;Namchi, Cameroon (Cattle);
independent continuant;Friesian, United Republic of Tanzania (Cattle);
independent continuant;N'gaoundéré, Cameroon (Cattle);
independent continuant;Holstein, Ukraine (Cattle);
independent continuant;Alur, Democratic Republic of the Congo (Cattle);
independent continuant;Holando, Uruguay (Cattle);
independent continuant;Préwakwa, Cameroon (Cattle);
independent continuant;Chuntuk, Ukraine (Sheep);
independent continuant;Gissarian, Ukraine (Sheep);
independent continuant;Shropshire, Sweden (Sheep);
independent continuant;White leghorn, Bangladesh (Chicken);
independent continuant;Red Holstein, Switzerland (Cattle);
independent continuant;Brown Leghorn, Canada (Chicken);
independent continuant;Original Simmental, Switzerland (Cattle);
independent continuant;Leghorn, Barbados (Chicken);
independent continuant;Milk cross, Chile (Cattle);
independent continuant;White Leghorn, Cook Islands (Chicken);
independent continuant;Criollo patagónico, Chile (Cattle);
independent continuant;Leghorn blanche, Congo (Chicken);
independent continuant;Other milk breeds, Chile (Cattle);
independent continuant;Negro japonés, Chile (Cattle);
independent continuant;Leghorn, Comoros (Chicken);
independent continuant;Beef cross, Chile (Cattle);
independent continuant;Shaver White Leghorn, Canada (Chicken);
independent continuant;Rätisches Grauvieh, Switzerland (Cattle);
independent continuant;Munro Leghorn, Canada (Chicken);
independent continuant;Criollo costino, Chile (Cattle);
independent continuant;Leghorn, Democratic Republic of the Congo (Chicken);
independent continuant;Criollo Chileno, Chile (Cattle);
independent continuant;Leghorn, Chile (Chicken);
independent continuant;ISA Brown, Peru (Chicken);
independent continuant;ISA Brown, Senegal (Chicken);
independent continuant;ISA Brown, Rwanda (Chicken);
independent continuant;Leghorn Layers, Antigua and Barbuda (Chicken);
independent continuant;Leghorn, Albania (Chicken);
independent continuant;Leghorn, Burkina Faso (Chicken);
independent continuant;Leghorn, Australia (Chicken);
independent continuant;ISA Brown, Trinidad and Tobago (Chicken);
independent continuant;ISA Brown, Togo (Chicken);
independent continuant;Isa Brown, Venezuela (Bolivarian Republic of) (Chicken);
independent continuant;ISA Brown, Ukraine (Chicken);
independent continuant;ISA Brown, Guinea (Chicken);
independent continuant;ISA Brown, Ghana (Chicken);
independent continuant;ISA Brown, Guatemala (Chicken);
independent continuant;ISA Brown, Mali (Chicken);
independent continuant;ISA Braun, North Macedonia (Chicken);
independent continuant;ISA Brown, Nepal (Chicken);
independent continuant;ISA Brown, Nicaragua (Chicken);
independent continuant;ASA, Indonesia (Chicken);
independent continuant;ISA Brown, Haiti (Chicken);
independent continuant;Isabrown, Morocco (Chicken);
independent continuant;ISA Brown, Indonesia (Chicken);
independent continuant;ISA, Colombia (Chicken);
independent continuant;Isa Brown, Democratic Republic of the Congo (Chicken);
independent continuant;Asa Brown, Falkland Islands (Malvinas) (Chicken);
independent continuant;ISA Brown, Estonia (Chicken);
independent continuant;ISA Brown, Bangladesh (Chicken);
independent continuant;ISA Brown, Burkina Faso (Chicken);
independent continuant;ISA Brown, Chile (Chicken);
independent continuant;ISA Brown, Bolivia (Plurinational State of) (Chicken);
independent continuant;Svärdsjöfår, Sweden (Sheep);
independent continuant;Värmlandsfår, Sweden (Sheep);
independent continuant;Åsenfår, Sweden (Sheep);
independent continuant;Array of fine-fleeced, Tajikistan (Sheep);
independent continuant;Ryafår, Sweden (Sheep);
independent continuant;Larvaz, Tajikistan (Sheep);
independent continuant;Darvazskaya, Tajikistan (Sheep);
independent continuant;Gissarian, Tajikistan (Sheep);
independent continuant;Gissarskaya, Tajikistan (Sheep);
independent continuant;Gornodarvazskaya Myasosherstnaya Porodnaya Gruppa, Tajikistan (Sheep);
independent continuant;Frisonne, Madagascar (Cattle);
independent continuant;Leigiong, China (Cattle);
independent continuant;White Leghorn, Tonga (Chicken);
independent continuant;Holstein, Madagascar (Cattle);
independent continuant;Jinnan, China (Cattle);
independent continuant;Leghorn, Togo (Chicken);
independent continuant;Holstein, Mexico (Cattle);
independent continuant;Liangshan, China (Cattle);
independent continuant;Single Comb White Leghorn-Line 01, Ukraine (Chicken);
independent continuant;Holstein Friesian, North Macedonia (Cattle);
independent continuant;Lhasa, China (Cattle);
independent continuant;Leghorn, Ukraine (Chicken);
independent continuant;Leghorn, Sao Tome and Principe (Chicken);
independent continuant;Jinjiang, China (Cattle);
independent continuant;leghorn, Slovenia (Chicken);
independent continuant;Baltat cu negru moldovenesc, Republic of Moldova (Cattle);
independent continuant;Jiniu, China (Cattle);
independent continuant;White Leghorn, Suriname (Chicken);
independent continuant;Black and White, Mongolia (Cattle);
independent continuant;Holstein, Mali (Cattle);
independent continuant;Luxi, China (Cattle);
independent continuant;Single Comb White Leghorn-Line 08, Ukraine (Chicken);
independent continuant;Holstein, Malta (Cattle);
independent continuant;Liping, China (Cattle);
independent continuant;Single Comb White Leghorn-Line 07, Ukraine (Chicken);
independent continuant;Frisian, Myanmar (Cattle);
independent continuant;Mengshan, China (Cattle);
independent continuant;Holstein, Montenegro (Cattle);
independent continuant;Meiniu, China (Cattle);
independent continuant;Single Comb White Leghorn-Line 12, Ukraine (Chicken);
independent continuant;Oplemenjena jezersko-solčavska ovca, Slovenia (Sheep);
independent continuant;oplemenjena bovška ovca, Slovenia (Sheep);
independent continuant;Allmogefår, Sweden (Sheep);
independent continuant;Dala pälsfår, Sweden (Sheep);
independent continuant;Klövsjöfår, Sweden (Sheep);
independent continuant;Roslagsfår, Sweden (Sheep);
independent continuant;Fjällnäsfår, Sweden (Sheep);
independent continuant;Gestrikefår, Sweden (Sheep);
independent continuant;Gutefår, Sweden (Sheep);
independent continuant;Helsingefår, Sweden (Sheep);
independent continuant;Dutch Black and White, Lithuania (Cattle);
independent continuant;Gaotai, China (Cattle);
independent continuant;White Leghorn, Malawi (Chicken);
independent continuant;German black and white, Lithuania (Cattle);
independent continuant;Ganzi Tibetan, China (Cattle);
independent continuant;Leghorn, Northern Mariana Islands (Chicken);
independent continuant;Holstein, Lithuania (Cattle);
independent continuant;Hainan, China (Cattle);
independent continuant;White Leghorn, Philippines (Chicken);
independent continuant;Lithuanian Black Pied, Lithuania (Cattle);
independent continuant;Guangfeng, China (Cattle);
independent continuant;White Leghorn, Namibia (Chicken);
independent continuant;Fuzhou, China (Cattle);
independent continuant;White Leghorn, Myanmar (Chicken);
independent continuant;Leghorn, Mali (Chicken);
independent continuant;Frisonne Pie-Noire, Morocco (Cattle);
independent continuant;Holstein, Morocco (Cattle);
independent continuant;Jinan, China (Cattle);
independent continuant;Swedish black and white, Lithuania (Cattle);
independent continuant;Huangpo, China (Cattle);
independent continuant;White Leghorn, Russian Federation (Chicken);
independent continuant;Holstein (black and white), Luxembourg (Cattle);
independent continuant;Hazake, China (Cattle);
independent continuant;Leghorn, Palau (Chicken);
independent continuant;Holstein-Friesian, Luxembourg (Cattle);
independent continuant;Jiaxian Red, China (Cattle);
independent continuant;Leghorn, Serbia (Chicken);
independent continuant;Holstein Black and White, Latvia (Cattle);
independent continuant;Ji'an, China (Cattle);
independent continuant;White Leghorn, Sierra Leone (Chicken);
independent continuant;Western Baggara, Sudan (Sheep);
independent continuant;Zaghawa, Sudan (Sheep);
independent continuant;Ladume, Senegal (Sheep);
independent continuant;Pirot Improved, Serbia (Sheep);
independent continuant;Sjenica, Serbia (Sheep);
independent continuant;Jezersko-solčavska ovca, Slovenia (Sheep);
independent continuant;Mouton Peul-peul, Senegal (Sheep);
independent continuant;Warale, Senegal (Sheep);
independent continuant;Somali Arab, Somalia (Sheep);
independent continuant;Chokan Tsigai, Serbia (Sheep);
independent continuant;Chinese Black and White, China (Cattle);
independent continuant;Leghorn, Kazakhstan (Chicken);
independent continuant;China Simmental, China (Cattle);
independent continuant;White Leghorn, Japan (Chicken);
independent continuant;Chuannan Muntainous, China (Cattle);
independent continuant;White Leghorn, Kyrgyzstan (Chicken);
independent continuant;Chinese Kazahk, China (Cattle);
independent continuant;White Leghorn, Kenya (Chicken);
independent continuant;Leghorn, Iraq (Chicken);
independent continuant;Ebian Spotted, China (Cattle);
independent continuant;Diqing, China (Cattle);
independent continuant;White Leghorn, Madagascar (Chicken);
independent continuant;Dangjiao, China (Cattle);
independent continuant;White Leghorn, Sri Lanka (Chicken);
independent continuant;Dabieshan, China (Cattle);
independent continuant;Korean White Leghorn, Republic of Korea (Chicken);
independent continuant;Deutsches Gelbvien, China (Cattle);
independent continuant;Commercial strain, layer, Leghorn, Luxembourg (Chicken);
independent continuant;Dengchuan, China (Cattle);
independent continuant;White Leghorn, Lesotho (Chicken);
independent continuant;Overo colorado, Chile (Cattle);
independent continuant;White Leghorn, Egypt (Chicken);
independent continuant;White Leghorn, Denmark (Chicken);
independent continuant;Overo negro europeo, Chile (Cattle);
independent continuant;White Leghorn, Ethiopia (Chicken);
independent continuant;Overo negro, Chile (Cattle);
independent continuant;White Leghorn, Estonia (Chicken);
independent continuant;Bashan, China (Cattle);
independent continuant;Leghorn, Ireland (Chicken);
independent continuant;Bainiu, China (Cattle);
independent continuant;White Leghorn, India (Chicken);
independent continuant;Bohai Black, China (Cattle);
independent continuant;Sueco rojo y blanco, Chile (Cattle);
independent continuant;Leghorn, United Kingdom of Great Britain and Northern Ireland (Chicken);
independent continuant;Rubio de aquitania, Chile (Cattle);
independent continuant;Leghorn, Gabon (Chicken);
independent continuant;Apeijiaza, China (Cattle);
independent continuant;Leghorn, Haiti (Chicken);
independent continuant;Altay Whitehead, China (Cattle);
independent continuant;Leghorn, Honduras (Chicken);
independent continuant;Rauhwolliges Pommersches Landschaf, Germany (Sheep);
independent continuant;Polypay, United States of America (Sheep);
independent continuant;Polypay, Mexico (Sheep);
independent continuant;Polypay, Canada (Sheep);
independent continuant;Highland cattle, Finland (Cattle);
independent continuant;Higland Cattle, France (Cattle);
independent continuant;Highland, United Kingdom of Great Britain and Northern Ireland (Cattle);
independent continuant;Highlander, Croatia (Cattle);
independent continuant;Highland Cattle, Germany (Cattle);
independent continuant;Skotsk Højlandskvæg, Denmark (Cattle);
independent continuant;Highland, Estonia (Cattle);
independent continuant;Highland, Luxembourg (Cattle);
independent continuant;Highland, Latvia (Cattle);
independent continuant;Schotse Hooglander, Netherlands (Cattle);
independent continuant;Polwarth, Nepal (Sheep);
independent continuant;Polwarth, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Polypay, Brazil (Sheep);
independent continuant;Ideal, Uruguay (Sheep);
independent continuant;Polwars, Ukraine (Sheep);
independent continuant;Polwarth, Romania (Sheep);
independent continuant;Polwarth, Australia (Sheep);
independent continuant;Askanian Corriedale, Russian Federation (Sheep);
independent continuant;Ideal, Argentina (Sheep);
independent continuant;Andiiskaya, Russian Federation (Sheep);
independent continuant;Poll Merino Australiano, Uruguay (Sheep);
independent continuant;Altaiskaya, Russian Federation (Sheep);
independent continuant;Poll Merino, New Zealand (Sheep);
independent continuant;Agul, Russian Federation (Sheep);
independent continuant;Ideal, Brazil (Sheep);
independent continuant;Hereford, Zimbabwe (Cattle);
independent continuant;Eringer, Switzerland (Cattle);
independent continuant;West Highland, Argentina (Cattle);
independent continuant;Highland Cattle, Australia (Cattle);
independent continuant;Hereford, Samoa (Cattle);
independent continuant;Hereford, South Africa (Cattle);
independent continuant;Schottisches Hochlandrind, Austria (Cattle);
independent continuant;Scottich Highland, Belgium (Cattle);
independent continuant;Highland, Canada (Cattle);
independent continuant;Skotsky nahorni, Czechia (Cattle);
independent continuant;Poll Dorset, Philippines (Sheep);
independent continuant;Blackhead Ruda, Romania (Sheep);
independent continuant;Criollo, Paraguay (Sheep);
independent continuant;Poll Merino, Australia (Sheep);
independent continuant;Rusetu Tsigai, Romania (Sheep);
independent continuant;Polled Dorset, South Africa (Sheep);
independent continuant;Palas Milk, Romania (Sheep);
independent continuant;Poll Dorset, Uruguay (Sheep);
independent continuant;Palas Meat, Romania (Sheep);
independent continuant;Poll Dorset, Paraguay (Sheep);
independent continuant;Karnabat, Romania (Sheep);
independent continuant;Polled Dorset, Sri Lanka (Sheep);
independent continuant;Saloia, Portugal (Sheep);
independent continuant;Poll Dorset, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Merina da Beira Baixa, Portugal (Sheep);
independent continuant;Polled Dorset, Ecuador (Sheep);
independent continuant;Merina Preta, Portugal (Sheep);
independent continuant;Poll Dorset, China (Sheep);
independent continuant;Merina Branca, Portugal (Sheep);
independent continuant;Poll Dorset, Peru (Sheep);
independent continuant;Poll Dorset, Netherlands (Sheep);
independent continuant;Serra da Estrela, Portugal (Sheep);
independent continuant;Hereford, Suriname (Cattle);
independent continuant;Hereford, Slovakia (Cattle);
independent continuant;Hereford, Sweden (Cattle);
independent continuant;Hereford, Eswatini (Cattle);
independent continuant;Hereford, Sao Tome and Principe (Cattle);
independent continuant;Hereford, Viet Nam (Cattle);
independent continuant;Hereford, Tonga (Cattle);
independent continuant;Hereford, Ukraine (Cattle);
independent continuant;Hereford, Uruguay (Cattle);
independent continuant;Hereford, United States of America (Cattle);
independent continuant;Churra Galega Mirandesa, Portugal (Sheep);
independent continuant;Poll Dorset, Brazil (Sheep);
independent continuant;Churra do Minho, Portugal (Sheep);
independent continuant;Poll Dorset, Australia (Sheep);
independent continuant;Churra do Campo, Portugal (Sheep);
independent continuant;Merynos polski, Poland (Sheep);
independent continuant;Churra da Terra Quente, Portugal (Sheep);
independent continuant;Polska owca nizinna, Poland (Sheep);
independent continuant;Churra Mondegueira, Portugal (Sheep);
independent continuant;Phan Rang sheep, Viet Nam (Sheep);
independent continuant;Churra Badana, Portugal (Sheep);
independent continuant;Perendale, Romania (Sheep);
independent continuant;Churra Algarvia, Portugal (Sheep);
independent continuant;Perendale, New Zealand (Sheep);
independent continuant;Campaniça, Portugal (Sheep);
independent continuant;Perendale, Canada (Sheep);
independent continuant;Bordaleira Entre Douro e Minho, Portugal (Sheep);
independent continuant;Koridel, Poland (Sheep);
independent continuant;Cakiel podhalański, Poland (Sheep);
independent continuant;Churra Galega Bragançana Preta, Portugal (Sheep);
independent continuant;Pivska pramenka, Montenegro (Sheep);
independent continuant;Churra Galega Bragançana Branca, Portugal (Sheep);
independent continuant;Hereford, Namibia (Cattle);
independent continuant;Ciangus, Australia (Cattle);
independent continuant;Hereford, Netherlands (Cattle);
independent continuant;Darbalara, Australia (Cattle);
independent continuant;Hereford, Norway (Cattle);
independent continuant;Greyman, Australia (Cattle);
independent continuant;Hereford, Peru (Cattle);
independent continuant;Holstein-Jersey cross, Australia (Cattle);
independent continuant;Cape Cattle, Australia (Cattle);
independent continuant;Hereford, Solomon Islands (Cattle);
independent continuant;Square Meaters, Australia (Cattle);
independent continuant;Hereford, Serbia (Cattle);
independent continuant;Hereford, Papua New Guinea (Cattle);
independent continuant;Mandalong Special, Australia (Cattle);
independent continuant;Hereford, Poland (Cattle);
independent continuant;Minature Hereford, Australia (Cattle);
independent continuant;Hereford, Paraguay (Cattle);
independent continuant;Nguni, Australia (Cattle);
independent continuant;Hereford, Russian Federation (Cattle);
independent continuant;Speckle Park, Australia (Cattle);
independent continuant;Perendale, Australia (Sheep);
independent continuant;Polska owca pogórza, Poland (Sheep);
independent continuant;Florina, Greece (Sheep);
independent continuant;Polska owca górska odmiany barwnej, Poland (Sheep);
independent continuant;Pelibuey, El Salvador (Sheep);
independent continuant;Polska owca górska, Poland (Sheep);
independent continuant;Polska owca długowełnista, Poland (Sheep);
independent continuant;Rambouillet, Colombia (Sheep);
independent continuant;Rambouillet, Canada (Sheep);
independent continuant;Hortobágyi Magyar Racka, Hungary (Sheep);
independent continuant;Skruehorn, Denmark (Sheep);
independent continuant;Zackelschaf, Austria (Sheep);
independent continuant;Priangan, Papua New Guinea (Sheep);
independent continuant;Rambouillet, Bolivia (Plurinational State of) (Sheep);
independent continuant;Raiole, France (Sheep);
independent continuant;Radska, Romania (Sheep);
independent continuant;Racka, Netherlands (Sheep);
independent continuant;Prekos, Russian Federation (Sheep);
independent continuant;Prekos, Lithuania (Sheep);
independent continuant;Merina Precoce, Portugal (Sheep);
independent continuant;Poonchi, Pakistan (Sheep);
independent continuant;Poonchi, India (Sheep);
independent continuant;Pomorska, Poland (Sheep);
independent continuant;Mérinos précoce, France (Sheep);
independent continuant;Merino Precoz, Spain (Sheep);
independent continuant;Portland, Netherlands (Sheep);
independent continuant;Portland, United Kingdom of Great Britain and Northern Ireland (Sheep);
independent continuant;Rava, France (Sheep);
independent continuant;Northern Caucasus meat wool, Russian Federation (Sheep);
independent continuant;Rashaidi, Ethiopia (Sheep);
independent continuant;Nolinskaya, Russian Federation (Sheep);
independent continuant;Rashaida, Eritrea (Sheep);
independent continuant;Nizhnedevitskaya, Russian Federation (Sheep);
independent continuant;Mountain Altai, Russian Federation (Sheep);
independent continuant;Red Karaman, Iran (Islamic Republic of) (Sheep);
independent continuant;Oparinskaya, Russian Federation (Sheep);
independent continuant;Engadiner Schaf, Switzerland (Sheep);
independent continuant;Omskaya Myaso-Sherstnaya Polutonkorunnaya Porodnaya Gruppa, Russian Federation (Sheep);
independent continuant;Roja Africana, Venezuela (Bolivarian Republic of) (Sheep);
independent continuant;Oktyabrskaya Porodnaya Gruppa, Russian Federation (Sheep);
independent continuant;Oveja Africana, Colombia (Sheep);
independent continuant;Novokavkazskii Merinos, Russian Federation (Sheep);
independent continuant;Red Sheep, Iran (Islamic Republic of) (Sheep);
independent continuant;Hyline Brown, Trinidad and Tobago (Chicken);
independent continuant;Krasnyi Samukh, Armenia (Sheep);
independent continuant;Osetinskaya, Russian Federation (Sheep);
independent continuant;Belorussian Synthetic, Belarus (Cattle);
independent continuant;Hy-Line Brown, El Salvador (Chicken);
independent continuant;Morkaraman, Turkey (Sheep);
independent continuant;Orenburgskaya Tonkorunnaya Porodnaya Gruppa, Russian Federation (Sheep);
independent continuant;Holstein - Boliviano, Bolivia (Plurinational State of) (Cattle);
independent continuant;Saavedreño, Bolivia (Plurinational State of) (Cattle);
independent continuant;Hyline W-71, El Salvador (Chicken);
independent continuant;Holstein, Brazil (Cattle);
independent continuant;Blonel, Brazil (Cattle);
independent continuant;Hyline Silver, Lesotho (Chicken);
