class;term;comment
process;root vascular cylinder differentiation stage;The stage at which the root vascular cylinder becomes evident.
material entity;phyllome lamina areole;A cardinal organ part (PO:0025001) that is part of a phyllome lamina (PO:0025396) and is completely surrounded by phyllome lamina veins (PO:0025348) and cannot be divided into any smaller parts that are completely surrounded by phyllome lamina veins.
material entity;free ending veinlet;A leaf lamina vein (PO:0020138) above the first order that is connected to another vein only at one end.
material entity;pappus;A collective organ part structure that has a parts one or more pappus elements (scales, awns, or bristles) at the apex of an inferior ovary just beneath or outside the corolla.
material entity;leaf lamina areole;A phyllome lamina areole (PO:0025391) that is part of a leaf lamina (PO:0020039) and is completely surrounded by leaf lamina veins (PO:0020138) and cannot be divided into any smaller parts that are completely surrounded by leaf lamina veins.
material entity;floral organ;A plant organ (PO:0009008) that is part of a flower (PO:0009046).
material entity;pappus element;A cardinal organ part that is a segment of a pappus.
material entity;palisade mesophyll intercellular space;A leaf mesophyll intercellular space that is part of a palisade mesophyll.
material entity;phyllome lamina;A plant organ lamina (PO:0025513) that is part of a phyllome (PO:0006001).
process;2.06 main shoot and axillary shoots visible at six nodes stage;The stage at which main shoot and axillary shoots at six nodes are visible.
process;LP.16 sixteen leaves visible stage;The stage at which leaves at sixteen nodes, other than the cotyledonary node, are visible above ground.
process;LP.11 eleven leaves visible stage;The stage at which leaves at eleven nodes, other than the cotyledonary node, are visible above ground.
process;SE.02 two nodes or internodes visible stage;The stage at which two nodes or two internodes are visible.
process;SE.11 eleven nodes or internodes visible stage;The stage at which eleven nodes or eleven internodes are visible.
process;LP.04 four leaves visible stage;The stage at which leaves at four nodes, other than the cotyledonary node, are visible above ground.
process;1 main shoot growth stage;The stage at which vegetative structures are being produced by SAM.
process;rosette growth stage;Stages of growth based on expansion of the rosette in Arabidopsis.
process;2.09 main shoot and axillary shoots visible at nine or more nodes stage;The stage at which main shoot and axillary shoots at nine nodes or more are visible.
process;SE.12 twelve nodes or internodes visible stage;The stage at which twelve nodes or twelve internodes are visible.
process;LP.06 six leaves visible stage;The stage at which leaves at six nodes, other than the cotyledonary node, are visible above ground.
process;2.07 main shoot and axillary shoots visible at seven nodes stage;The stage at which main shoot and axillary shoots at seven nodes are visible.
process;LP.19 nineteen leaves visible stage;The stage at which leaves at nineteen nodes, other than the cotyledonary node, are visible above ground.
process;sporophyte vegetative stage;A sporophyte development stage (PO:0028002) that occurs during the interval between the first division of a plant zygote (PO:0000423) and the formation of a sporangium (PO:0025094).
process;4 growth directionality stage;The stage involved in the directionality of expansion growth.
process;sporophyte dormant stage;A sporophyte development stage during which a sporophyte participates in a dormancy process.
material entity;scutellum;An embryonic plant structure that is a more or less shield-shaped and absorptive portion of a plant embryo of Poaceae.
process;leaf production stage;The stage at which the leaves produced by SAM are visible above the ground in a seedling or mature plant.
process;sporophyte reproductive stage;A sporophyte development stage that occurs during the interval between the initiation of a sporangium and the onset of senescence.
process;seedling development stage;A sporophyte vegetative stage (PO:0007134) that succeeds the seed germination stage (PO:0007057) and terminates with the development of the first adult vascular leaf (PO:0006340).
material entity;embryo hypophysis;A native plant cell (PO:0025606) that is the uppermost cell of a suspensor (PO:0020108) and from which part of the root (PO:0009005) and root cap (PO:0020123) in a plant embryo (PO:0009009) of angiosperms are derived.
material entity;suspensor;An embryonic plant structure at the base of a plant embryo that develops from an embryonic basal cell and connects an embryo proper to the wall of a megagametophyte.
material entity;leaf sheath auricle;A cardinal organ part (PO:0025001) that is an ear-shaped outgrowth of the distal part of a leaf sheath (PO:0020104).
material entity;ligule;A membranous or hairy appendage on the adaxial/upper surface of a leaf, at the junction between sheath and blade, especially in grasses.
material entity;leaf sheath;A cardinal organ part (PO:0025001) that is the lower part of a vascular leaf (PO:0009025), and which more or less encases the stem (PO:0009047).
material entity;flag leaf;The last mature leaf before the inflorescence in a cereal crop plant.
material entity;portion of transmitting tissue;A portion of ground tissue (PO:0025059) in the style of a carpel through which a pollen tube grows. it connects a stigma and the inside of an ovary.
material entity;stomium;A plant anatomical space that is a slit in an anther lobe formed from when a dehiscence zone dehisces.
material entity;hypocotyl;A stem internode (PO:0020142) below the cotyledonary node (PO:0025321) and transitional to a root (PO:0009005) of a plant embryo (PO:0009009) or a seedling (PO:0000003).
material entity;articulated laticifer cell;A laticifer cell (PO:0025031) that is joined longitudinally to other articulated laticifer cells to form a tube.
material entity;non-articulated laticifer cell;A laticifer cell (PO:0025031) that is not joined longitudinally to other laticifer cells to form a tube.
material entity;central endosperm;A portion of plant tissue (PO:0009007) that is the central region of an endosperm (PO:0009089), composed of cells that are significantly larger than those at the periphery, especially the aleurone and sub-aleurone layers.
material entity;gametophyte coma;A collective plant organ structure (PO:0025007) which is a cluster of gametophore branches (PO:0030021) or non-vascular leaves (PO:0025075) at the top of the gametophore axis (PO:0030020), forming a tuft.
material entity;branch apex;A shoot axis apex (PO:0000037) that is part of a branch (PO:0025073).
process;gametophyte development stage;A whole plant development stage (PO:0007033) that has as primary participant a whole plant (PO:0000003) during the interval between meiosis or apospory and the time that the whole plant ceases to exist.
process;sporophyte development stage;A whole plant development stage (PO:0007033) that has as primary participant a whole plant (PO:0000003) during the interval between fertilization (or apogamy) and death.
process;SE.99 maximum stem length reached stage;The stage at which maximum stem length is reached.
process;SE.07 seven nodes or internodes visible stage;The stage at which seven nodes or seven internodes are visible.
process;LP.03 three leaves visible stage;The stage at which leaves at three nodes, other than the cotyledonary node, are visible above ground.
process;LP.10 ten leaves visible stage;The stage at which leaves at ten nodes, other than the cotyledonary node, are visible above ground.
process;LP.15 fifteen leaves visible stage;The stage at which leaves at fifteen nodes, other than the cotyledonary node, are visible above ground.
process;LP.09 nine leaves visible stage;The stage at which leaves at nine nodes, other than the cotyledonary node, are visible above ground.
process;SE.16 sixteen or more nodes or internodes visible stage;The stage at which sixteen nodes or more, or sixteen internodes or more are visible.
material entity;metaxylem tracheid;A primary xylem tracheid (PO:0025446) that is part of the metaxylem (PO:0000372).
material entity;metaxylem vessel;A primary xylem vessel (PO:0025450) which is part of the metaxylem (PO:0000372).
material entity;ear infructescence axis;A first order infructescence axis (PO:0025244) in an ear infructescence (PO:0025597) that bears kernels (i.e. caryopsis fruit. PO:0030104).
material entity;metaxylem vessel member;A primary xylem vessel member (PO:0025448) that is part of the metaxylem (PO:0000372).
material entity;cortex-endodermis initial cell;An initial cell (PO:0004011) that produces cortex (PO:0005708) and endodermis (PO:0000252).
material entity;endodermis cell;A ground tissue cell (PO:0025030) that is part of a portion of endodermis (PO:0000252).
material entity;plant gall;A multi-tissue plant structure (PO:0025496) that develops in response to a biotic stress (PSO:0000011).
material entity;shoot epidermal pavement cell;A shoot epidermal cell (PO:0025165) that is relatively unspecialized at maturity.
material entity;stem hypodermis;A portion of hypodermis (PO:0005051) that is part of a stem cortex (PO:0025612).
material entity;stem cortex;A portion of shoot axis cortex (PO:0000223) that is part of a stem (PO:0009047).
material entity;stem tegument layer;A portion of shoot axis tegument layer (PO:0025609) that a tough, protective outer layer on a stem (PO:0009047) and includes as parts a stem hypodermis (PO:0025610) and a stem epidermis (PO:0025178).
material entity;gemma;A portion of plant tissue (PO:0009007) which is a small ball of cells born on a thallus (PO:0030027) and is involved in asexual reproduction.
material entity;spine petiole;A petiole (PO:0020038) that is sclerified and persistent.
material entity;lemma apiculus;A cardinal organ part (PO:0025001) which is a short, abrupt, flexible point at the apex of the lemma (PO:0009037).
material entity;rosette;A collective leaf structure (PO:0025022) consisting of a group of rosette leaves (PO:0000014), generally borne at the base of the plant, that are separated by very short stem internodes (PO:0020142).
material entity;carpel adaxial epidermis;A portion of carpel epidermis (PO:0025096) that covers the adaxial surface of a carpel (PO:0009030).
material entity;carpel abaxial epidermis;A portion of carpel epidermis (PO:0025096) that covers the abaxial surface of a carpel (PO:0009030).
material entity;leaf sheath margin;A cardinal organ part (PO:0025001) that is the edge of a laminar portion of a leaf sheath (PO:0020104) and the area immediately internally adjacent to it.
material entity;short shoot;Shoot system in which the internodes elongate little or at all, bearing reproductive structures and/or leaves.
material entity;anther wall middle layer;A portion of ground tissue (PO:0025059) directly internal to an anther wall endothecium (PO:0020002) that develops from an anther wall secondary parietal cell layer (PO:0006007).
material entity;carpel primordium;A phyllome primordium (PO:0025128) that develops from a carpel anlagen (PO:0006005) and is committed to the development of a carpel (PO:0009030).
material entity;long shoot;Shoot system in which all or most of the internodes elongate.
material entity;axillary bud;A bud (PO:0000055) that develops from an axillary bud meristem (PO:0000232).
material entity;scutellar node;A stem node (PO:0020141) that is part of a plant embryo axis (PO:0019018) where the scutellum (PO:0020110) is attached.
material entity;plant epidermal initial cell;An initial cell (PO:0004011) that is part of an plant epidermis (PO:0005679) and gives rise to specialized cells.
material entity;stamen primordium;A phyllome primordium (PO:0025128) that develops from a stamen anlagen (PO:0025486) and is committed to the development of a stamen (PO:0009029).
material entity;sepal primordium;A phyllome primordium (PO:0025128) that develops from a sepal anlagen (PO:0025485) and is committed to the development of a sepal (PO:0009031).
material entity;fruit dehiscence zone;A dehiscence zone (PO:0025092) that is part of a fruit.
material entity;axillary vegetative bud;An axillary bud (PO:0004712) that develops into a shoot system (PO:0009006) that has as organ parts only vegetative organs.
material entity;passage cell;A ground tissue cell that is part of an exodermis or an endodermis and remains thin walled when the associated cells develop thick secondary walls.
material entity;axillary inflorescence bud;An axillary reproductive bud that develops into an inflorescence.
material entity;myrosin cell;A cell containing glucosinolates ("mustard oil glucosides") and myrosinases, enzymes hydrolyzing the glucosinolates.
material entity;terminal flower bud;A terminal bud that develops into a flower.
material entity;guard mother cell;A shoot epidermal cell (PO:0025165) that divides to produce the guard cells (PO:0000293).
material entity;terminal bud;A bud that develops from a shoot apical meristem.
material entity;axillary flower bud;An axillary bud that develops into a flower.
material entity;fiber tracheid;A xylem fiber cell (PO:0000274) with bordered pits with pit cavities.
material entity;hilum groove;A canal (PO:0025132) that is a longitudinal groove in the testa through a prominent hilum (PO:0020063) of a seed (PO:0009010).
material entity;terminal vegetative bud;A terminal bud (PO:0004713) that develops into a shoot system (PO:0009006) that has as organ parts only vegetative organs.
material entity;terminal inflorescence bud;A terminal reproductive bud develops into an inflorescence.
material entity;short cell;An isodiametric leaf pavement cell.
material entity;long cell;A more or less rectangular leaf pavement cell in which the proximodistal dimension is several times longer than the transverse dimension.
material entity;filament epidermis;A portion of stamen epidermis (PO:0025097) that is part of a filament (PO:0009067).
material entity;style epidermis;A portion of carpel epidermis (PO:0025096) that is part of a style (PO:0009074).
material entity;stigma epidermis;A portion of carpel epidermis (PO:0025096) that is part of a stigma (PO:0009073).
material entity;sepal parenchyma;A portion of parenchyma tissue that is part of a sepal.
material entity;petal parenchyma;A portion of parenchyma (PO:0005421) tissue that is part of a petal (PO:0009032).
material entity;plant ovary epidermis;A portion of plant epidermis (PO:0005679) that is part of an plant ovary wall (PO:0005022).
material entity;petiole parenchyma;A portion of parenchyma tissue that is part of a petiole.
material entity;hypocotyl endodermis;A portion of endodermis (PO:0000252) that is part of a hypocotyl (PO:0020100).
material entity;ear meristem;The meristem which gives rise to the female inflorescence or ear in maize.
material entity;inflorescence apical meristem;A reproductive shoot apical meristem that gives rise to the apical growth of the inflorescence. It develops from the shoot apical meristem (SAM) after it undergoes transition from vegetative to reproductive phase.
material entity;tassel inflorescence axillary meristem;An inflorescence axillary meristem (PO:0009105) that gives rise to the long lateral tassel branch (PO:0009101), short tassel branch (PO:0009102), and tassel spikelets (PO:0006309) in a tassel inflorescence (PO:0020126).
material entity;petal mesophyll;The chloroplast-containing, photosynthetic parenchymatous tissue situated between the two epidermal layers of the petal.
material entity;mesophyll;The chloroplast-containing, photosynthetic parenchymatous tissue situated between the two epidermal layers of the leaf or leaf like organs.
material entity;intercalary meristem;A shoot system meristem (PO:0006079) that is intercalated between two portions of non-meristematic tissue and results in an increase in length as part of primary growth.
material entity;sepal mesophyll;The chloroplast-containing, photosynthetic parenchymatous tissue situated between the two epidermal layers of the sepal.
material entity;shoot system meristem;A portion of meristem tissue (PO:0009013) that is part of a shoot system (PO:0009006).
material entity;tassel meristem;Meristem that gives rise to the apical and lateral structures of the tassel inflorescence in maize.
material entity;inflorescence axillary meristem;An inflorescence meristem (PO:0009108) that gives rise to a higher order inflorescence axis (PO:0009081).
material entity;long lateral tassel branch meristem;The meristem that gives rise to the long lateral branch in the maize tassel.
material entity;short tassel branch meristem;The meristem present on either or both the long lateral branch and central spike of a maize tassel that gives rise to short tassel branch.
material entity;primary phloem;A portion of phloem (PO:0005417) tissue that develops from the procambium (PO:0025275).
material entity;short tassel branch;The very short branch that may arise from either or both the long lateral branch and the central spike of tassel in maize.
material entity;long lateral tassel branch;The long branch that arise from the central spike of tassel in maize.
material entity;protophloem;A portion of primary phloem (PO:0006075) tissue has as parts the first-formed sieve elements (PO:0025406) at a particular location and does not have companion cells (PO:0000071, in angiosperms) or albuminous cells (PO:0025412, in gymnosperms) associated with the sieve elements.
material entity;involucre;A collective phyllome structure composed of two or more involucral bracts at the base of a cluster of flowers, as found in Asteraceae or Compositae.
material entity;metaphloem;A portion of primary phloem (PO:0006075) tissue that has as parts companion cells (PO:0000071, in angiosperms) or albuminous cells (PO:0025412, in gymnosperms) associated with the sieve elements (PO:0025406) and that develops after the protophloem (PO:0006077).
material entity;staminate inflorescence;An inflorescence (PO:0009049) that includes as part only staminate flowers (PO:0025600).
material entity;staminate flower;A flower (PO:0009046) that includes as part an androecium (PO:0009061), and the gynoecium (PO:0009062) is absent or has aborted during development.
material entity;tracheid;A tracheary element (PO:0000290) that has no perforations in its cell wall.
material entity;plant resin;A portion of plant substance (PO:0025161) that consists of a complex mixture of organic aromatic compounds such as mono-, sesqui-, and diterpenoids.
process;microgametophyte development stage;A gametophyte development stage (PO:0028003) during which a microgametophyte (PO:0025280) develops.
material entity;fruit pedicel abscission zone;An abscission zone (PO:0000146) that forms as a swelling or joint on a fruit pedicel (PO:0030114).
material entity;resin cell;A plant epidermal cell (PO:0004013) that secretes plant resin (PO:0025603), and may line resin canals (PO:0005665) and/or be associated with resin blisters (or cysts).
material entity;vegetative shoot system;A shoot system (PO:0009006) that has as parts only vegetative tissues and organs.
material entity;native plant cell;A plant cell (PO:0009002) that is either part of a multicellular whole plant (PO:0000003) 'in vivo' or a unicellular organism 'in natura' (i.e. part of a natural environment).
material entity;shoot axis tegument layer;A portion of plant tissue (PO:0009007) that forms a tough, protective outer layer on a shoot axis and includes as parts a shoot axis hypodermis (PO:0005057) and a shoot axis epidermis (PO:0000112).
material entity;flower pedicel abscission zone;An abscission zone (PO:0000146) that forms as a swelling or joint on a flower pedicel (PO:0030113).
material entity;nectary parenchyma;A portion of parenchyma tissue (PO:0005421) that is part of a nectary (PO:0009035).
material entity;abaxial protoderm;A portion of protoderm (PO:0006210) tissue that is the outermost layer of the shoot apical meristem (PO:0020148), and gives rise to the leaf abaxial epidermis (PO:0006019).
material entity;primary root apical meristem;A root apical meristem (PO:0020147) that gives rise to a primary root (PO:0020127).
material entity;portion of transfusion tissue;Tissue consisting of tracheids and parenchyma cells, associated with the vascular bundle.
material entity;adaxial protoderm;A portion of protoderm (PO:0006210) tissue that is the outermost layer of the shoot apical meristem (PO:0020148), and gives rise to the leaf adaxial epidermis (PO:0006018).
material entity;anther primordium;A floral structure primordium (PO:0025477) that is committed to the development of an anther (PO:0009066).
material entity;root meristem;A portion of meristem tissue (PO:0009013) that gives rise to a root (PO:0009005).
material entity;primary sporogenous cell;A native plant cell (PO:0025606) is formed by the division of the male archesporial initial. After several mitotic divisions these cells differentiate into pollen mother cells.
material entity;petiole pulvinus;Pulvinus of the petiole.
material entity;ear inflorescence axillary meristem;An inflorescence axillary meristem (PO:0009105) that gives rise to a higher order inflorescence axis (PO:0009081) of an ear inflorescence (PO:0020136).
material entity;embryogenic callus;A cultured plant callus (PO:0000009) that is capable of forming somatic embryos.
material entity;organogenic callus;A cultured plant callus that is capable of forming plant organs.
material entity;vegetative shoot apex;A shoot apex PO:0000037) that has as part a vegetative shoot apical meristem (PO:0008016).
material entity;reproductive shoot apex;A shoot apex that has as part a reproductive shoot apical meristem.
material entity;bract axil;An axil that is the space between a shoot axis and a bract that branches from the shoot axis.
material entity;axil;A plant anatomical space that is the space between a shoot axis and a leaf, bract, or branch that branches from the shoot axis.
material entity;tetrad of megaspores;A portion of plant tissue consisting of four megaspores that remained joined together shortly after meiosis. One cell will give rise to a female gametophyte.
material entity;branch axil;An axil that is the space between a shoot axis and a branch that branches from the shoot axis.
material entity;spore capsule valve;A valve that is a part of a spore capsule that splits apart when the spore capsule dehisces.
material entity;valve;A cardinal organ part that is a part of a plant structure that splits apart when the structure dehisces.
material entity;tepal stomatal complex;A phyllome stomatal complex that is part of a tepal (PO:0009033).
material entity;stamen stomatal complex;A phyllome stomatal complex that is part of a stamen.
material entity;leaf pavement cell;An epidermal pavement cell that is part of a leaf epidermis.
material entity;leaf adaxial trichome;A leaf trichome that is part of a leaf adaxial epidermis.
material entity;leaf adaxial pavement cell;A leaf pavement cell that is part of a leaf adaxial epidermis.
material entity;leaf abaxial pavement cell;A leaf pavement cell that is part of a leaf abaxial epidermis.
material entity;bract stomatal complex;A phyllome stomatal complex (PO:0025215) that is part of a bract (PO:0009055).
material entity;phyllome stomatal complex;A stomatal complex (PO:0002000) that is part of a phyllome (PO:0006001).
material entity;petal stomatal complex;A phyllome stomatal complex (PO:0025215) that is part of a petal (PO:0009032).
material entity;carpel stomatal complex;A phyllome stomatal complex that is part of a carpel.
material entity;sepal stomatal complex;A phyllome stomatal complex that is part of a sepal.
material entity;leaf abaxial trichome;A leaf trichome that is part of a leaf abaxial epidermis.
material entity;persistent sepal;A phyllome that develops from a sepal and remains attached to a fruit at maturity.
material entity;first order infructescence axis;An infructescence axis (PO:0025242), which is the primary or main axis of an infructescence (PO:0006342), that develops from a first order inflorescence axis (PO:0025104).
material entity;persistent stamen;A phyllome that develops from a stamen and remains attached to a fruit at maturity.
material entity;persistent tepal;A phyllome (PO:0006001) that develops from a tepal (PO:0009033) and remains attached to a fruit (PO:0009001) at maturity.
material entity;leaf sheath epidermis;A portion of leaf epidermis (PO:0006016) that is part of a leaf sheath (PO:0020104).
material entity;pseudostem;A collective organ part structure that forms a cylindrical false stem composed concentric leaf sheaths.
material entity;second order infructescence;A reproductive shoot system that is part of an infructescence and has as parts a second order infructescence axis and any infructescence axes and fruits that arise from it.
material entity;second order inflorescence;A reproductive shoot system (PO:0025082) that is part of an inflorescence (PO:0009049) and has as parts a second order inflorescence axis (PO:0006321) and any shoot axes (PO:0025029) and flowers (PO:0009046) that arise from it.
material entity;higher order infructescence axis;An infructescence axis (PO:0025242), which is a branch (PO:0025073) in an infructescence (PO:0006342), that develops from a higher order inflorescence axis (PO:0009081).
material entity;infructescence axis;A shoot axis (PO:0025029) that is part of an infructescence (PO:0006342).
material entity;spongy mesophyll;Leaf mesophyll parenchyma characterized by little elongated cells, that are not closely packed and have conspicuous intercellular spaces.
material entity;phyllome stomatal pore;A stomatal pore that is part of a phyllome stomatal complex.
material entity;portion of embryo plant tissue;A portion of plant tissue (PO:0009007) that is part of a plant embryo (PO:0009009).
material entity;phyllome guard cell;A guard cell that is part of a phyllome stomatal complex.
material entity;palisade mesophyll;Parenchyma containing closely packed elongated chlorenchymatous cells oriented perpendicular to the leaf surface and which are active in photosynthesis.
material entity;leaf stomatal pore;A phyllome stomatal pore that is part of a leaf stomatal complex.
material entity;abaxial petiole canal;A petiole canal on the abaxial surface of a petiole.
material entity;leaf guard cell;A phyllome guard cell that is part of a leaf stomatal complex.
material entity;leaf mesophyll;The chloroplast-containing, photosynthetic parenchymatous tissue situated between the two epidermal layers of the foliage leaf.
material entity;adaxial petiole canal;A petiole canal on the adaxial surface of a petiole.
material entity;columella;A portion of plant tissue (PO:0009007) that forms the central axis of a plant structure such as a fruit (PO:0009001) or moss capsule (sporangium. PO:0025094).
material entity;spore capsule columella;A columella (PO:0025230) that forms the central axis of a spore capsule.
material entity;sepal vascular system;A phyllome vascular system (PO:0025206) that includes the totality of the portions of vascular tissue in their specific arrangement in a sepal (PO:0009031).
material entity;pedicel cortex;A portion of cortex (PO:0005708) that is part of a pedicel (PO:0030112).
material entity;vascular leaf primordium abaxial side;A portion of vascular leaf primordium (PO:0000017) that is distal to the axis of the shoot apical meristem (PO:0020148) and develops into the abaxial side of the leaf lamina (PO:0020039).
material entity;hypocotyl-root junction;A cardinal organ part (PO:0025001) that is the part of a plant axis (PO:0025004) where a radicle (PO:0020031) joins a hypocotyl (PO:0020100).
material entity;paraclade cortex;A portion of cortex (PO:0005708) that is part of a higher order inflorescence axis (PO:0009081), also called a paraclade.
material entity;vascular leaf primordium adaxial side;A portion of vascular leaf primordium (PO:0000017) that is proximal to the axis of the shoot apical meristem (PO:0020148) and develops into the adaxial side of the leaf lamina (PO:0020039).
material entity;metaxylem;A portion of primary xylem (PO:0005849) tissue that has as part one or more metaxylem tracheary elements (PO:0025576) embedded in parenchyma (PO:0005421) tissue and may contain xylem fiber cells (PO:0000274).
material entity;megasporangium;A sporangium in which megaspores are produced.
material entity;stem stele;A shoot axis stele that is part of a stem.
material entity;pericarp vascular bundle;A vascular bundle (PO:0005020) that is part of a pericarp (PO:0009084).
material entity;microsporangium;A sporangium (PO:0025094) in which microspores (PO:0020048) are produced.
material entity;shoot system vascular system;A vascular system (PO:0000034) that is part of a shoot system (PO:0009006).
material entity;rhizome internode;A shoot axis internode (PO:0005005) that is part of a rhizome (PO:0004542).
material entity;tepal vascular system;A phyllome vascular system (PO:0025206) that includes the totality of the portions of vascular tissue in their specific arrangement in a tepal (PO:0009033).
material entity;phyllome vascular system;A vascular system (PO:0000034) that includes the totality of the portions of vascular tissue in their specific arrangement in a phyllome (PO:0006001).
material entity;stamen trichome;A phyllome trichome that is part of a stamen epidermis.
material entity;carpel trichome;A phyllome trichome (PO:0025186) that is part of a carpel epidermis (PO:0025096).
material entity;embryo hypocotyl;A hypocotyl (PO:0020100) that is part of a plant embryo axis (PO:0019018).
material entity;embryo epicotyl;An epicotyl (PO:0020035) that is part of a plant embryo (PO:0009009).
material entity;seedling hypocotyl;A hypocotyl (PO:0020100) that is part of a seedling (PO:0008037).
material entity;embryo mesocotyl;A mesocotyl (PO:0020037) that is part of a plant embryo (PO:0009009).
material entity;seedling epicotyl;An epicotyl (PO:0020035) that is part of a seedling (PO:0008037).
material entity;plant embryo radicle;A radicle (PO:0020031) that is part of a plant embryo (PO:0009009).
material entity;seedling mesocotyl;A mesocotyl (PO:0020037) that develops from an embryo mesocotyl (PO:0025294) and is part of a seedling (PO:0008037).
material entity;fruit operculum;A collective organ part structure that is the apical part of a circumsessile capsular fruit that separates from the rest of the capsule during dehiscence.
material entity;seedling radicle;A radicle (PO:0020031) that is part of a seedling (PO:0008037).
material entity;fruit replum;A portion of fruit placenta tissue (PO:0004535) that divides a fruit (PO:0009001) into two or more chambers and develops from a plant ovary replum (PO:0025272).
material entity;plant ovary locule;A locule (PO:0025263) that is a cavity in a plant ovary (PO:0009072).
material entity;leaf trichome;A phyllome trichome that is part of a leaf epidermis.
material entity;collective organ part structure;A collective plant structure (PO:0025497) composed of two or more cardinal organ parts (PO:0025001) that are part of adjacent plant organs (PO:0009008) and any associated portions of plant tissue (PO:0009007).
material entity;first order ear inflorescence axis;A first order inflorescence axis (PO:0025104) that is the primary axis of an ear inflorescence (PO:0020136).
material entity;fruit septum;A septum that divides a cavity or mass of tissue in a fruit and develops from an ovary septum.
material entity;floral organ abscission zone;An abscission zone (PO:0000146) at the base of a flower (PO:0009001) where a floral organ (PO:0025395) separates during floral organ abscission (GO:0010227).
material entity;fruit abscission zone;An abscission zone (PO:0000146) at the base of a fruit (PO:0009001) where the fruit separates from a fruit pedicel (PO:0030114) during fruit abscission (GO:0060867).
material entity;portion of secretory tissue;A portion of plant tissue (PO:0009007) that form specialized structures producing a secretion.
material entity;leaf abscission zone;An abscission zone (PO:0000146) at the base of a vascular leaf (PO:0009025) where it separates during leaf abscission (GO:0060866).
material entity;pericycle cell;A ground tissue cell that is part of a portion of pericycle.
material entity;shoot axis procambium;A portion of shoot procambium that is part of a shoot apical meristem and gives rise to the primary vascular tissue of a shoot axis.
material entity;locule;A plant anatomical space (PO:0025117) that is a cavity a reproductive structure.
material entity;plant ovary septum;A septum (PO:0000030) that divides a multilocular plant ovary (PO:0009072).
material entity;sporangium locule;A locule (PO:0025263) that is a cavity in a sporangium (PO:0025094) or several fused sporangia.
material entity;anther locule;A sporangium locule that is part of an anther and is a cavity within a single pollen sac or two or more fused pollen sacs.
material entity;oil gland;A gland or a cavity lined with cells that secrete oils.
material entity;lateral root elongation zone;A root elongation zone that is part of a lateral root tip.
material entity;tenth order infructescence axis;A higher order infructescence axis (PO:0025243) which arises from a ninth order infructescence axis (PO:0025254) and develops from a tenth order inflorescence axis (PO:0025111).
material entity;procambial cell;A meristematic cell (PO:0004010) that is part of a portion of procambium (PO:0025275).
material entity;primary root elongation zone;A root elongation zone (PO:0025181) that is part of a primary root tip (PO:0000026).
material entity;resin canal;A canal (PO:0025132) of schizogenous origin, lined with secretory resin cells (PO:0025604) and containing plant resin (PO:0025603).
material entity;leaf procambium;A portion of shoot procambium (PO:0025276) tissue that is part of a vascular leaf (PO:0009025).
material entity;shoot-borne nodal root;A shoot-borne root (PO:0000042) that forms at a shoot axis node (PO:0005004).
material entity;salt gland;A specialized tissue where excess salt absorbed in water from the soil is concentrated, being stores or excreted.
material entity;hydathode;A cardinal organ part that releases water through a hydathode pore.
material entity;transition zone;A region of the root between the meristem and the region of rapid elongation in which isodiametric growth (cell expansion) occurs.
material entity;leaf sheath abaxial epidermis;A portion of leaf sheath epidermis (PO:0025249) that covers the abaxial/lower surface of a leaf sheath (PO:0020104).
material entity;seventh order infructescence axis;A higher order infructescence axis (PO:0025243) which arises from a sixth order infructescence axis (PO:0025116) and develops from a seventh order inflorescence axis (PO:0025108).
material entity;leaf sheath adaxial epidermis;A portion of leaf sheath epidermis (PO:0025249) that covers the adaxial/upper surface of a leaf sheath (PO:0020104).
material entity;ninth order infructescence axis;A higher order infructescence axis (PO:0025243) which arises from an eighth order infructescence axis (PO:0025253) and develops from a ninth order inflorescence axis (PO:0025110).
material entity;eighth order infructescence axis;A higher order infructescence axis (PO:0025243) which arises from a seventh order infructescence axis (PO:0025252) and develops from an eighth order inflorescence axis (PO:0025109).
material entity;root cap of primary root;A root cap that is part of a primary root tip.
material entity;seedling coleorhiza;A coleorhiza (PO:0020034) that is part of a seedling (PO:0008037).
material entity;root cap of lateral root;A root cap that is part of a lateral root tip.
material entity;plant epidermis;A portion of plant tissue (PO:0009007) composed of plant epidermal cells (PO:0004013) that develops from the protoderm (PO:0006210) and covers the surface of a plant structure (PO:0009011).
material entity;embryo coleorhiza;A coleorhiza (PO:0020034) that is part of a plant embryo (PO:0009009).
material entity;central root cap of lateral root;A central root cap that is part of a root cap of lateral root.
material entity;primary root differentiation zone;A root differentiation zone that is part of a primary root.
material entity;lateral root differentiation zone;A root differentiation zone that is part of a lateral root.
material entity;pollen;A microgametophyte (PO:0025280) that develops from a microspore (PO:0020048) is located in a pollen sac (PO:0025277).
material entity;microgametophyte;A whole plant (PO:0000003) in the gametophyte development stage (PO:0028003) that produces plant sperm cells (PO:0000084).
material entity;root vascular system;A vascular system (PO:0000034) that includes the totality of the portions of vascular tissue in their specific arrangement in a root (PO:0009005).
material entity;antheridium microgametophyte;A microgametophyte (PO:0025280) that has as parts one or more antheridia (PO:0025125).
material entity;archegonium megagametophyte;A megagametophyte (PO:0025279) that has as parts one or more archegonia (PO:0025126).
material entity;callus parenchyma cell;A parenchyma cell that is part of a plant callus.
material entity;embryo apical cell;A sporophyte meristematic apical cell that is part of a plant embryo and is the uppermost cell formed after the first division of a zygote.
