class;term;comment
material entity;ICEKpnVBA2172-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnVBA2172-1
material entity;TnGBS1 RM;the regulation module of ICE TnGBS1.
material entity;ICEVchBan2 IEM;the integration and excision module of ICE ICEVchBan2.
material entity;TnGBS1 CM;the conjugation module of ICE TnGBS1.
material entity;TnGBS1 AM;the accessory module of ICE TnGBS1.
material entity;ICEVchBan2 AM;the accessory module of ICE ICEVchBan2.
material entity;TnGBS1 IEM;the integration and excision module of ICE TnGBS1.
material entity;ICEVchBan2 RM;the regulation module of ICE ICEVchBan2.
material entity;ICEVchBan2 CM;the conjugation module of ICE ICEVchBan2.
material entity;ICEKpnBJCFK909-1 IEM;the integration and excision module of ICE ICEKpnBJCFK909-1
material entity;ICEKpnBJCFK909-1 RM;the regulation module of ICE ICEKpnBJCFK909-1
material entity;ICEKpnBJCFK909-1 CM;the conjugation module of ICE ICEKpnBJCFK909-1
material entity;ICESau7512986 IEM;the integration and excision module of ICE ICESau7512986.
material entity;ICESau7512986 CM;the conjugation module of ICE ICESau7512986.
material entity;ICEKpnBJCFK909-1 AM;the accessory module of ICE ICEKpnBJCFK909-1
material entity;ICEKpnKPNIH10-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKPNIH10-1
material entity;ICEKpnKPNIH10-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKPNIH10-1
material entity;ICESau7512986 RM;the regulation module of ICE ICESau7512986.
material entity;ICESau7512986 AM;the accessory module of ICE ICESau7512986.
material entity;ICEKpnKP36-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKP36-1
material entity;ICEKpnKP36-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKP36-1
material entity;ICEKpnMNCRE69-2 RM;the regulation module of ICE ICEKpnMNCRE69-2
material entity;ICEKpnMNCRE69-2 AM;the accessory module of ICE ICEKpnMNCRE69-2
material entity;ICEKpnMNCRE69-2 IEM;the integration and excision module of ICE ICEKpnMNCRE69-2
material entity;ICEKpnMNCRE69-2 CM;the conjugation module of ICE ICEKpnMNCRE69-2
material entity;ICESsuHB1011 CM;the conjugation module of ICE ICESsuHB1011.
material entity;ICESsuHB1011 IEM;the integration and excision module of ICE ICESsuHB1011.
material entity;ICESsuHB1011 AM;the accessory module of ICE ICESsuHB1011.
material entity;ICESsuHB1011 RM;the regulation module of ICE ICESsuHB1011.
material entity;YAPI AM;the accessory module of ICE YAPI.
material entity;YAPI CM;the conjugation module of ICE YAPI.
material entity;YAPI RM;the regulation module of ICE YAPI.
material entity;YAPI IEM;the integration and excision module of ICE YAPI.
material entity;ICEKpnDA33140-1 IEM;the integration and excision module of ICE ICEKpnDA33140-1
material entity;ICEKpnDA33140-1 AM;the accessory module of ICE ICEKpnDA33140-1
material entity;ICEKpnDA33140-1 RM;the regulation module of ICE ICEKpnDA33140-1
material entity;ICEKpnDA33140-1 CM;the conjugation module of ICE ICEKpnDA33140-1
material entity;ICEKpnDA48896-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnDA48896-1
material entity;ICEKpnDA48896-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnDA48896-1
material entity;ICEKpnKP18-29-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKP18-29-1
material entity;ICEKpnKP18-29-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKP18-29-1
material entity;Tn6098 AM;the accessory module of ICE Tn6098.
material entity;Tn6098 RM;the regulation module of ICE Tn6098.
material entity;Tn6098 CM;the conjugation module of ICE Tn6098.
material entity;Tn6098 IEM;the integration and excision module of ICE Tn6098.
material entity;ICEKpnINF278-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnINF278-1
material entity;ICEKpnKP38731-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKP38731-2
material entity;ICEKpnKP38731-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKP38731-2
material entity;ICEKpnWCHKP040035-1 RM;the regulation module of ICE ICEKpnWCHKP040035-1
material entity;ICEKpnWCHKP040035-1 CM;the conjugation module of ICE ICEKpnWCHKP040035-1
material entity;ICEKpnWCHKP040035-1 IEM;the integration and excision module of ICE ICEKpnWCHKP040035-1
material entity;ICEKpnINF278-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnINF278-1
material entity;ICEKpnWCHKP040035-1 AM;the accessory module of ICE ICEKpnWCHKP040035-1
material entity;ICEKpnKP30835-1 IEM;the integration and excision module of ICE ICEKpnKP30835-1
material entity;ICEKpnKP30835-1 RM;the regulation module of ICE ICEKpnKP30835-1
material entity;ICEKpnKP30835-1 CM;the conjugation module of ICE ICEKpnKP30835-1
material entity;ICEKpnKP30835-1 AM;the accessory module of ICE ICEKpnKP30835-1
material entity;ICEKpnKPC160117-1 IEM;the integration and excision module of ICE ICEKpnKPC160117-1
material entity;ICEKpnED23-1 CM;the conjugation module of ICE ICEKpnED23-1
material entity;ICEKpnED23-1 IEM;the integration and excision module of ICE ICEKpnED23-1
material entity;ICEKpnED23-1 AM;the accessory module of ICE ICEKpnED23-1
material entity;ICEKpn4743-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpn4743-1
material entity;ICEKpnED23-1 RM;the regulation module of ICE ICEKpnED23-1
material entity;ICEKpn4743-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpn4743-1
material entity;ICEKpnKPC160117-1 AM;the accessory module of ICE ICEKpnKPC160117-1
material entity;ICEKpnKPC160117-1 RM;the regulation module of ICE ICEKpnKPC160117-1
material entity;ICEKpnKP38731-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKP38731-1
material entity;ICEKpnKPC160117-1 CM;the conjugation module of ICE ICEKpnKPC160117-1
material entity;ICEKpnKP38731-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKP38731-1
material entity;Tn5033 RM;the regulation module of ICE Tn5033.
material entity;Tn5033 AM;the accessory module of ICE Tn5033.
material entity;Tn5033 IEM;the integration and excision module of ICE Tn5033.
material entity;Tn5033 CM;the conjugation module of ICE Tn5033.
material entity;ICEKpnKUH-KPNHVL1-2 RM;the regulation module of ICE ICEKpnKUH-KPNHVL1-2
material entity;ICEKpnBK13043-2 AM;the accessory module of ICE ICEKpnBK13043-2
material entity;ICEKpnKUH-KPNHVL1-2 CM;the conjugation module of ICE ICEKpnKUH-KPNHVL1-2
material entity;ICEKpnBK13043-2 RM;the regulation module of ICE ICEKpnBK13043-2
material entity;ICEKpnAR 0146-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAR 0146-1
material entity;ICEKpnBK13043-2 CM;the conjugation module of ICE ICEKpnBK13043-2
material entity;ICEKpnKUH-KPNHVL1-2 AM;the accessory module of ICE ICEKpnKUH-KPNHVL1-2
material entity;ICEKpnBK13043-2 IEM;the integration and excision module of ICE ICEKpnBK13043-2
material entity;ICEKpnAR 0146-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAR 0146-1
material entity;Tn5385 AM;the accessory module of ICE Tn5385.
material entity;Tn5385 RM;the regulation module of ICE Tn5385.
material entity;Tn5385 CM;the conjugation module of ICE Tn5385.
material entity;Tn5385 IEM;the integration and excision module of ICE Tn5385.
material entity;ICEKpnKUH-KPNHVL1-2 IEM;the integration and excision module of ICE ICEKpnKUH-KPNHVL1-2
material entity;ICEKpnSMU18037509-1 RM;the regulation module of ICE ICEKpnSMU18037509-1
material entity;ICEKpnAR 0138-1 AM;the accessory module of ICE ICEKpnAR 0138-1
material entity;ICEKpnSMU18037509-1 CM;the conjugation module of ICE ICEKpnSMU18037509-1
material entity;ICEKpnSMU18037509-1 IEM;the integration and excision module of ICE ICEKpnSMU18037509-1
material entity;ICEKpnAR 0138-1 IEM;the integration and excision module of ICE ICEKpnAR 0138-1
material entity;ICEKpnAR 0075-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAR 0075-1
material entity;ICEKpnAR 0075-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAR 0075-1
material entity;ICEKpnAR 0138-1 RM;the regulation module of ICE ICEKpnAR 0138-1
material entity;ICEKpnAR 0138-1 CM;the conjugation module of ICE ICEKpnAR 0138-1
material entity;ICEKpn160111-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpn160111-1
material entity;ICEKpn160111-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpn160111-1
material entity;ICEKpnSMU18037509-1 AM;the accessory module of ICE ICEKpnSMU18037509-1
material entity;ICEKpnJS187-1 AM;the accessory module of ICE ICEKpnJS187-1
material entity;ICEKpnJS187-1 RM;the regulation module of ICE ICEKpnJS187-1
material entity;ICEKpnJS187-1 CM;the conjugation module of ICE ICEKpnJS187-1
material entity;ICEKpnJS187-1 IEM;the integration and excision module of ICE ICEKpnJS187-1
material entity;ICEKpnCR-HvKP1-1 AM;the accessory module of ICE ICEKpnCR-HvKP1-1
material entity;ICEVchMoz3 AM;the accessory module of ICE ICEVchMoz3.
material entity;ICEVchMoz3 RM;the regulation module of ICE ICEVchMoz3.
material entity;ICEKpnCR-HvKP1-1 CM;the conjugation module of ICE ICEKpnCR-HvKP1-1
material entity;ICEVchMoz3 CM;the conjugation module of ICE ICEVchMoz3.
material entity;ICEKpnCR-HvKP1-1 RM;the regulation module of ICE ICEKpnCR-HvKP1-1
material entity;SPI-7 RM;the regulation module of ICE SPI-7.
material entity;SPI-7 CM;the conjugation module of ICE SPI-7.
material entity;ICEKpnCR-HvKP1-1 IEM;the integration and excision module of ICE ICEKpnCR-HvKP1-1
material entity;SPI-7 AM;the accessory module of ICE SPI-7.
material entity;SPI-7 IEM;the integration and excision module of ICE SPI-7.
material entity;ICEKpnAR 0160-1 IEM;the integration and excision module of ICE ICEKpnAR 0160-1
material entity;ICEKpnAR 0160-1 CM;the conjugation module of ICE ICEKpnAR 0160-1
material entity;ICEKpnAR 0160-1 RM;the regulation module of ICE ICEKpnAR 0160-1
material entity;ICEKpnAR 0160-1 AM;the accessory module of ICE ICEKpnAR 0160-1
material entity;ICEVchMoz3 IEM;the integration and excision module of ICE ICEVchMoz3.
material entity;ICEKpnKp Goe 821588-1 AM;the accessory module of ICE ICEKpnKp Goe 821588-1
material entity;Tn1549 AM;the accessory module of ICE Tn1549.
material entity;Tn1549 RM;the regulation module of ICE Tn1549.
material entity;Tn1549 CM;the conjugation module of ICE Tn1549.
material entity;Tn1549 IEM;the integration and excision module of ICE Tn1549.
material entity;ICEKpnKp Goe 821588-1 CM;the conjugation module of ICE ICEKpnKp Goe 821588-1
material entity;ICEKpnKp Goe 821588-1 RM;the regulation module of ICE ICEKpnKp Goe 821588-1
material entity;ICEKpnFDAARGOS 444-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnFDAARGOS 444-1
material entity;ICEKpnFDAARGOS 444-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnFDAARGOS 444-1
material entity;ICEKpnKp Goe 821588-1 IEM;the integration and excision module of ICE ICEKpnKp Goe 821588-1
material entity;ICEKpnAR 0135-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAR 0135-1
material entity;ICEKpnAR 0135-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAR 0135-1
material entity;ICEVspSpa2 CM;the conjugation module of ICE ICEVspSpa2.
material entity;ICEKpnCR14-1 RM;the regulation module of ICE ICEKpnCR14-1
material entity;ICEVspSpa2 RM;the regulation module of ICE ICEVspSpa2.
material entity;ICEKpnCR14-1 CM;the conjugation module of ICE ICEKpnCR14-1
material entity;ICEVspSpa2 AM;the accessory module of ICE ICEVspSpa2.
material entity;ICEKpnCR14-1 AM;the accessory module of ICE ICEKpnCR14-1
material entity;ICEVspSpa2 IEM;the integration and excision module of ICE ICEVspSpa2.
material entity;ICEKpnHS11286-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnHS11286-1
material entity;ICEKpnHS11286-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnHS11286-1
material entity;ICEKpnCR14-1 IEM;the integration and excision module of ICE ICEKpnCR14-1
material entity;Tn1311 CM;the conjugation module of ICE Tn1311.
material entity;Tn1311 IEM;the integration and excision module of ICE Tn1311.
material entity;Tn1311 AM;the accessory module of ICE Tn1311.
material entity;Tn1311 RM;the regulation module of ICE Tn1311.
material entity;ICEKpnNH34-1 IEM;the integration and excision module of ICE ICEKpnNH34-1
material entity;ICEKpnNH34-1 RM;the regulation module of ICE ICEKpnNH34-1
material entity;ICEKpnNH34-1 CM;the conjugation module of ICE ICEKpnNH34-1
material entity;ICEKpnNH34-1 AM;the accessory module of ICE ICEKpnNH34-1
material entity;ICEKpnINF059-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnINF059-1
material entity;ICEKpnINF059-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnINF059-1
material entity;TnGBS2 (genomic island X) AM;the accessory module of ICE TnGBS2 (genomic island X).
material entity;TnGBS2 (genomic island X) RM;the regulation module of ICE TnGBS2 (genomic island X).
material entity;TnGBS2 (genomic island X) CM;the conjugation module of ICE TnGBS2 (genomic island X).
material entity;TnGBS2 (genomic island X) IEM;the integration and excision module of ICE TnGBS2 (genomic island X).
material entity;ICEKpnF1-1 RM;the regulation module of ICE ICEKpnF1-1
material entity;ICEKpnF1-1 AM;the accessory module of ICE ICEKpnF1-1
material entity;ICEKpnF1-1 IEM;the integration and excision module of ICE ICEKpnF1-1
material entity;ICEKpnF1-1 CM;the conjugation module of ICE ICEKpnF1-1
material entity;ICEVchSaf1 AM;the accessory module of ICE ICEVchSaf1.
material entity;ICEKpn500 1420-1 AM;the accessory module of ICE ICEKpn500 1420-1
material entity;Tn6198 AM;the accessory module of ICE Tn6198.
material entity;ICEKpnWCHKP7E2-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnWCHKP7E2-2
material entity;ICEVchSaf1 IEM;the integration and excision module of ICE ICEVchSaf1.
material entity;ICEKpnWCHKP7E2-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnWCHKP7E2-2
material entity;ICEVchSaf1 CM;the conjugation module of ICE ICEVchSaf1.
material entity;ICEVchSaf1 RM;the regulation module of ICE ICEVchSaf1.
material entity;Tn6198 RM;the regulation module of ICE Tn6198.
material entity;ICEKpnLSH-KPN148-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnLSH-KPN148-1
material entity;Tn6198 CM;the conjugation module of ICE Tn6198.
material entity;ICEKpn500 1420-1 IEM;the integration and excision module of ICE ICEKpn500 1420-1
material entity;ICEKpnLSH-KPN148-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnLSH-KPN148-1
material entity;Tn6198 IEM;the integration and excision module of ICE Tn6198.
material entity;ICEKpn500 1420-1 CM;the conjugation module of ICE ICEKpn500 1420-1
material entity;ICEKpnKSB1 7J-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKSB1 7J-1
material entity;ICEKpn500 1420-1 RM;the regulation module of ICE ICEKpn500 1420-1
material entity;ICEKpnKSB1 7J-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKSB1 7J-1
material entity;ICEKpnKP18-2079-1 IEM;the integration and excision module of ICE ICEKpnKP18-2079-1
material entity;ICEKpnBP327-1 IEM;the integration and excision module of ICE ICEKpnBP327-1
material entity;ICEKpnBR21-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnBR21-1
material entity;ICEKpnBR21-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnBR21-1
material entity;ICESa2603/ICESsu32457;
material entity;ICEEa1;
material entity;ICEKpnBP327-1 RM;the regulation module of ICE ICEKpnBP327-1
material entity;ICEMh1;
material entity;ICEKpnKP18-2079-1 AM;the accessory module of ICE ICEKpnKP18-2079-1
material entity;ICEKpnBP327-1 CM;the conjugation module of ICE ICEKpnBP327-1
material entity;ICE FSLS3-026 tRNALys;
material entity;ICEKpnKP18-2079-1 RM;the regulation module of ICE ICEKpnKP18-2079-1
material entity;ICE SagNEM316 TnGBS1 1;
material entity;ICEKpnKP18-2079-1 CM;the conjugation module of ICE ICEKpnKP18-2079-1
material entity;ICEKpnBP327-1 AM;the accessory module of ICE ICEKpnBP327-1
material entity;LpgGI-1;
material entity;LpPI-1;
material entity;ICESp2906;
material entity;ICEth1;
material entity;ICESag236;
material entity;ICESagTR7;
material entity;ICEKpnKp Goe 154414-1 IEM;the integration and excision module of ICE ICEKpnKp Goe 154414-1
material entity;ICEKpnKp Goe 154414-1 RM;the regulation module of ICE ICEKpnKp Goe 154414-1
material entity;ICEKpnBR7-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnBR7-1
material entity;ICEKpnKp Goe 154414-1 CM;the conjugation module of ICE ICEKpnKp Goe 154414-1
material entity;ICEKpnBR7-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnBR7-1
material entity;ICEKpnKp Goe 154414-1 AM;the accessory module of ICE ICEKpnKp Goe 154414-1
material entity;bph-sal;
material entity;BTF-37;
material entity;ICESsuHB1011;
material entity;ICEF-II;
material entity;ICESde3396-like;
material entity;ICE(Ac);
material entity;ICE 515 tRNALys;
material entity;CTnGERM1;
material entity;ICE-&beta.ox;
material entity;CTn86;
material entity;ICESpn2531;
material entity;ICESpnKD6;
material entity;ICESpnN24;
material entity;ICESpnJ93183;
material entity;ICESpnJ93292;
material entity;ICEMlSym(R7A);
material entity;Tn5252 (part of Tn5253);
material entity;Tn1311;
material entity;ICEKpnKSB1 5D-1 IEM;the integration and excision module of ICE ICEKpnKSB1 5D-1
material entity;ICESpy005IQ;
material entity;ICEKpnKSB1 5D-1 CM;the conjugation module of ICE ICEKpnKSB1 5D-1
material entity;Tn5252(SP1000);
material entity;ICESpnA213;
material entity;ICEKpnWCHKP020037-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnWCHKP020037-1
material entity;ICEKpnKSB1 5D-1 RM;the regulation module of ICE ICEKpnKSB1 5D-1
material entity;ICEKpnKSB1 5D-1 AM;the accessory module of ICE ICEKpnKSB1 5D-1
material entity;ICEKpnWCHKP020037-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnWCHKP020037-1
material entity;ICE SsaF4-2 fda CM;the conjugation module of ICE ICE SsaF4-2 fda.
material entity;ICE SsaF4-2 fda RM;the regulation module of ICE ICE SsaF4-2 fda.
material entity;ICE SsaF4-2 fda IEM;the integration and excision module of ICE ICE SsaF4-2 fda.
material entity;ICE SsaF4-2 fda AM;the accessory module of ICE ICE SsaF4-2 fda.
material entity;CTnDOT;
material entity;ICEKpn20 GR 12-1 IEM;the integration and excision module of ICE ICEKpn20 GR 12-1
material entity;ICEclc(JS705);
material entity;ICEKpn20 GR 12-1 CM;the conjugation module of ICE ICEKpn20 GR 12-1
material entity;ICEKpn20 GR 12-1 RM;the regulation module of ICE ICEKpn20 GR 12-1
material entity;CTnERL;
material entity;ICEKpn20 GR 12-1 AM;the accessory module of ICE ICEKpn20 GR 12-1
material entity;ICEKpnKPHS1249-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKPHS1249-1
material entity;ICEKpnKPHS1249-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKPHS1249-1
material entity;ICEKpnKp Goe 822579-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKp Goe 822579-1
material entity;ICEKpnKp Goe 822579-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKp Goe 822579-1
material entity;CTnHyb AM;the accessory module of ICE CTnHyb.
material entity;CTnHyb RM;the regulation module of ICE CTnHyb.
material entity;CTnHyb CM;the conjugation module of ICE CTnHyb.
material entity;CTnHyb IEM;the integration and excision module of ICE CTnHyb.
material entity;ICEKpn18CPO060-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpn18CPO060-1
material entity;ICEKpn18CPO060-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpn18CPO060-1
material entity;ICEKpnKP9-1 AM;the accessory module of ICE ICEKpnKP9-1
material entity;ICEKpnKP9-1 RM;the regulation module of ICE ICEKpnKP9-1
material entity;ICESsu32457 CM;the conjugation module of ICE ICESsu32457.
material entity;ICEKpnKP9-1 CM;the conjugation module of ICE ICEKpnKP9-1
material entity;ICESsu32457 IEM;the integration and excision module of ICE ICESsu32457.
material entity;ICEKpnKP9-1 IEM;the integration and excision module of ICE ICEKpnKP9-1
material entity;ICESsu32457 AM;the accessory module of ICE ICESsu32457.
material entity;ICESsu32457 RM;the regulation module of ICE ICESsu32457.
material entity;ICEVchLao1 AM;the accessory module of ICE ICEVchLao1.
material entity;ICEVchBan5 AM;the accessory module of ICE ICEVchBan5.
material entity;ICEKpn30684/NJST258 2-1 AM;the accessory module of ICE ICEKpn30684/NJST258 2-1
material entity;ICEVchBan5 CM;the conjugation module of ICE ICEVchBan5.
material entity;pRS01 IEM;the integration and excision module of ICE pRS01.
material entity;ICEKpn30684/NJST258 2-1 RM;the regulation module of ICE ICEKpn30684/NJST258 2-1
material entity;ICEVchBan5 RM;the regulation module of ICE ICEVchBan5.
material entity;pRS01 CM;the conjugation module of ICE pRS01.
material entity;ICEKpn30684/NJST258 2-1 CM;the conjugation module of ICE ICEKpn30684/NJST258 2-1
material entity;ICEKpn30684/NJST258 2-1 IEM;the integration and excision module of ICE ICEKpn30684/NJST258 2-1
material entity;ICEVchBan5 IEM;the integration and excision module of ICE ICEVchBan5.
material entity;pRS01 RM;the regulation module of ICE pRS01.
material entity;pRS01 AM;the accessory module of ICE pRS01.
material entity;ICEVchLao1 RM;the regulation module of ICE ICEVchLao1.
material entity;ICEVchLao1 CM;the conjugation module of ICE ICEVchLao1.
material entity;ICEVchLao1 IEM;the integration and excision module of ICE ICEVchLao1.
material entity;ICESau35679 RM;the regulation module of ICE ICESau35679.
material entity;ICESau35679 CM;the conjugation module of ICE ICESau35679.
material entity;ICESau35679 AM;the accessory module of ICE ICESau35679.
material entity;ICESag236 RM;the regulation module of ICE ICESag236.
material entity;ICESag236 AM;the accessory module of ICE ICESag236.
material entity;ICESag236 IEM;the integration and excision module of ICE ICESag236.
material entity;ICESag236 CM;the conjugation module of ICE ICESag236.
material entity;ICEKpnMNCRE53-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnMNCRE53-2
material entity;ICEKpnMNCRE53-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnMNCRE53-2
material entity;ICESau35679 IEM;the integration and excision module of ICE ICESau35679.
material entity;ICEKpnAR 0139-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAR 0139-1
material entity;ICEKpnAR 0139-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAR 0139-1
material entity;ICEKpnR1701-2 AM;the accessory module of ICE ICEKpnR1701-2
material entity;ICEKpnR1701-2 CM;the conjugation module of ICE ICEKpnR1701-2
material entity;ICEKpnR1701-2 RM;the regulation module of ICE ICEKpnR1701-2
material entity;ICEKpnR1701-2 IEM;the integration and excision module of ICE ICEKpnR1701-2
material entity;ICEKpnKP NORM BLD 2014 104014-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKP NORM BLD 2014 104014-1
material entity;ICEKpnINF278-1 RM;the regulation module of ICE ICEKpnINF278-1
material entity;ICEKpnKP NORM BLD 2014 104014-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKP NORM BLD 2014 104014-1
material entity;ICEKpnINF278-1 AM;the accessory module of ICE ICEKpnINF278-1
material entity;ICEKpnINF278-1 IEM;the integration and excision module of ICE ICEKpnINF278-1
material entity;ICEKpnINF278-1 CM;the conjugation module of ICE ICEKpnINF278-1
material entity;ICEKpn34618-1 IEM;the integration and excision module of ICE ICEKpn34618-1
material entity;ICEKpn34618-1 CM;the conjugation module of ICE ICEKpn34618-1
material entity;ICEKpn34618-1 RM;the regulation module of ICE ICEKpn34618-1
material entity;ICEKpn34618-1 AM;the accessory module of ICE ICEKpn34618-1
material entity;ICEKpnBR21-1 AM;the accessory module of ICE ICEKpnBR21-1
material entity;ICEKpnBR21-1 RM;the regulation module of ICE ICEKpnBR21-1
material entity;ICEKpnBR21-1 CM;the conjugation module of ICE ICEKpnBR21-1
material entity;Tn919;
material entity;Tn6194 [CTnCD11];
material entity;Tn916S;
material entity;Tn5383;
material entity;Tn6009;
material entity;ICESau9877324 AM;the accessory module of ICE ICESau9877324.
material entity;Tn5033;
material entity;Tn5381;
material entity;ICESau9877324 CM;the conjugation module of ICE ICESau9877324.
material entity;Tn5031;
material entity;ICESau9877324 RM;the regulation module of ICE ICESau9877324.
material entity;Tn5032;
material entity;ICESau9877324 IEM;the integration and excision module of ICE ICESau9877324.
material entity;Tn3872;
material entity;ICEKpnCR-HvKP4-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnCR-HvKP4-1
material entity;ICEKpn675920-1 RM;the regulation module of ICE ICEKpn675920-1
material entity;ICEKpn675920-1 AM;the accessory module of ICE ICEKpn675920-1
material entity;ICEKpn675920-1 IEM;the integration and excision module of ICE ICEKpn675920-1
material entity;ICEKpn675920-1 CM;the conjugation module of ICE ICEKpn675920-1
material entity;ICEKpnST23-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnST23-1
material entity;ICEKpnST23-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnST23-1
material entity;ICESauUSA42;
material entity;Tn1545;
material entity;ICESauST398;
material entity;ICESauSW356;
material entity;ICESau8797;
material entity;ICESau9877324;
material entity;ICESau7612628;
material entity;ICESau7711730;
