class;term;comment
material entity;precision agriculture technician;Apply geospatial technologies, including geographic information systems (GIS) and Global Positioning System (GPS), to agricultural production or management activities, such as pest scouting, site-specific pesticide application, yield mapping, or variable-rate irrigation. May use computers to develop or analyze maps or remote sensing images to compare physical topography with data on soils, fertilizer, pests, or weather.
material entity;cook, short order;Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables.
material entity;agricultural technician;Work with agricultural scientists in plant, fiber, and animal research, or assist with animal breeding and nutrition. Set up or maintain laboratory equipment and collect samples from crops or animals. Prepare specimens or record data to assist scientists in biology or related life science experiments. Conduct tests and experiments to improve yield and quality of crops or to increase the resistance of plants and animals to disease or insects.
material entity;insurance sales agent (broad);
material entity;court, municipal, or license clerk (broad);
material entity;molecular or cellular biologist;Research and study cellular molecules and organelles to understand cell function and organization.
material entity;bridge or lock tender (broad);
material entity;geneticist;Research and study the inheritance of traits at the molecular, organism or population level. May evaluate or treat patients with genetic disorders.
material entity;special forces;Implement unconventional operations by air, land, or sea during combat or peacetime as members of elite teams. These activities include offensive raids, demolitions, reconnaissance, search and rescue, and counterterrorism. In addition to their combat training, special forces members often have specialized training in swimming, diving, parachuting, survival, emergency medicine, and foreign languages. Duties include conducting advanced reconnaissance operations and collecting intelligence information. recruiting, training, and equipping friendly forces. conducting raids and invasions on enemy territories. laying and detonating explosives for demolition targets. locating, identifying, defusing, and disposing of ordnance. and operating and maintaining sophisticated communications equipment.
material entity;biologist;Research or study basic principles of plant and animal life, such as origin, relationship, development, anatomy, and functions.
material entity;precision instrument or equipment repairer;
material entity;bill or account collector;Locate and notify customers of delinquent accounts by mail, telephone, or personal visit to solicit payment. Duties include receiving payment and posting amount to customer's account, preparing statements to credit department if customer fails to respond, initiating repossession proceedings or service disconnection, and keeping records of collection and status of accounts.
material entity;first-line supervisor of helpers, laborer, or material mover, hand;Directly supervise and coordinate the activities of helpers, laborers, or material movers, hand.
material entity;recycling coordinator;Supervise curbside and drop-off recycling programs for municipal governments or private firms.
material entity;plasterer or stucco mason (broad);
material entity;forming machine setter, operator, or tender, metal or plastic;
material entity;cargo or freight agent (broad);
material entity;biological scientist, all other;All biological scientists not listed separately.
material entity;bioinformatics scientist;Conduct research using bioinformatics theory and methods in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. May design databases and develop algorithms for processing and analyzing genomic information, or other biological information.
material entity;firefighter;Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance.
material entity;surgical assistant;Assist in operations, under the supervision of surgeons. May, in accordance with state laws, help surgeons to make incisions and close surgical sites, manipulate or remove tissues, implant surgical devices or drains, suction the surgical site, place catheters, clamp or cauterize vessels or tissue, and apply dressings to surgical site.
material entity;manufactured building or mobile home installer;Move or install mobile homes or prefabricated buildings.
material entity;water or wastewater treatment plant or system operator;Operate or control an entire process or system of machines, often through the use of control boards, to transfer or treat water or wastewater.
material entity;artist or related worker, all other;All artists and related workers not listed separately.
material entity;team assembler;Work as part of a team having responsibility for assembling an entire product or component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them, rather than being assigned to a specific task on a permanent basis. May participate in making management decisions affecting the work. Includes team leaders who work as part of the team.
material entity;order clerk (broad);
material entity;operations research analyst;Formulate and apply mathematical modeling and other optimizing methods to develop and interpret information that assists management with decisionmaking, policy formulation, or other managerial functions. May collect and analyze data and develop decision support software, services, or products. May develop and supply optimal time, cost, or logistics networks for program evaluation, review, or implementation.
material entity;special education teacher, elementary school;Teach academic, social, and life skills to elementary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments. students who are deaf or have hearing impairments. and students with intellectual disabilities.
material entity;wind energy engineer;Design underground or overhead wind farm collector systems and prepare and develop site specifications.
material entity;solar energy systems engineer;Perform site-specific engineering analysis or evaluation of energy efficiency and solar projects involving residential, commercial, or industrial customers. Design solar domestic hot water and space heating systems for new and existing structures, applying knowledge of structural energy requirements, local climates, solar technology, and thermodynamics.
material entity;building cleaning worker, all other;All building cleaning workers not listed separately.
material entity;pharmacist (broad);
material entity;rail-track laying or maintenance equipment operator;Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators.
material entity;other healthcare support occupation;
material entity;counselor, all other;All counselors not listed separately.
material entity;community health worker;Promote health within a community by assisting individuals to adopt healthy behaviors. Serve as an advocate for the health needs of individuals by assisting community residents in effectively communicating with healthcare providers or social service agencies. Act as liaison or advocate and implement programs that promote, maintain, and improve individual and overall community health. May deliver health-related preventive services such as blood pressure, glaucoma, and hearing screenings. May collect data to help identify community health needs.
material entity;industrial truck or tractor operator;Operate industrial trucks or tractors equipped to move materials around a warehouse, storage yard, factory, construction site, or similar location.
material entity;motion picture projectionist;Set up and operate motion picture projection and related sound reproduction equipment.
material entity;shoe or leather worker or repairer;Construct, decorate, or repair leather and leather-like products, such as luggage, shoes, and saddles. May use hand tools.
material entity;appraiser of personal or business property;Appraise and estimate the fair value of tangible personal or business property, such as jewelry, art, antiques, collectibles, and equipment. May also appraise land.
material entity;mechatronics engineer;Research, design, develop, or test automation, intelligent systems, smart devices, or industrial systems control.
material entity;education teacher, postsecondary;Teach courses pertaining to education, such as counseling, curriculum, guidance, instruction, teacher education, and teaching English as a second language. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
material entity;door-to-door sales worker, news or street vendors,;Sell goods or services door-to-door or on the street.
material entity;microsystems engineer;Research, design, develop, or test microelectromechanical systems (MEMS) devices.
material entity;postmasters or mail superintendent;Plan, direct, or coordinate operational, administrative, management, and support services of a U.S. post office. or coordinate activities of workers engaged in postal and related work in assigned post office.
material entity;energy engineer, except wind or solar;Design, develop, or evaluate energy-related projects or programs to reduce energy costs or improve energy efficiency during the designing, building, or remodeling stages of construction. May specialize in electrical systems. heating, ventilation, and air-conditioning (HVAC) systems. green buildings. lighting. air quality. or energy procurement.
material entity;nanosystems engineer;Design, develop, or supervise the production of materials, devices, or systems of unique molecular or macromolecular composition, applying principles of nanoscale physics and electrical, chemical, or biological engineering.
material entity;photonics engineer;Design technologies specializing in light information or light energy, such as laser or fiber optics technology.
material entity;disc jockey, except radio;Play prerecorded music for live audiences at venues or events such as clubs, parties, or wedding receptions. May use techniques such as mixing, cutting, or sampling to manipulate recordings. May also perform as emcee (master of ceremonies).
material entity;robotics engineer;Research, design, develop, or test robotic applications.
material entity;pesticide handler, sprayer, or applicator, vegetation;Mix or apply pesticides, herbicides, fungicides, or insecticides through sprays, dusts, vapors, soil incorporation, or chemical application on trees, shrubs, lawns, or crops. Usually requires specific training and state or federal certification.
material entity;engineer, all other;All engineers not listed separately.
material entity;helper-brickmason, blockmason, stonemason, or tile or marble setter;Help brickmasons, blockmasons, stonemasons, or tile and marble setters by performing duties requiring less skill. Duties include using, supplying, or holding materials or tools, and cleaning work area and equipment.
material entity;education administrator, postsecondary;Plan, direct, or coordinate student instruction, administration, and services, as well as other research and educational activities, at postsecondary institutions, including universities, colleges, and junior and community colleges.
material entity;intelligence analyst;Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism.
material entity;cleaning, washing, or metal pickling equipment operator or tender;Operate or tend machines to wash or clean products, such as barrels or kegs, glass items, tin plate, food, pulp, coal, plastic, or rubber, to remove impurities.
material entity;first-line supervisor of personal service worker;Supervise and coordinate activities of personal service workers.
material entity;prepress technician or worker;Format and proof text and images submitted by designers and clients into finished pages that can be printed. Includes digital and photo typesetting. May produce printing plates.
material entity;miscellaneous media or communication equipment worker;
material entity;lighting technician;Set up, maintain, and dismantle light fixtures, lighting control devices, and the associated lighting electrical and rigging equipment used for photography, television, film, video, and live productions. May focus or operate light fixtures, or attach color filters or other lighting accessories.
material entity;occupational therapy assistant;Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with state laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training.
material entity;construction manager (broad);
material entity;media technical directors/manager;Coordinate activities of technical departments, such as taping, editing, engineering, and maintenance, to produce radio or television programs.
material entity;talent director;Audition and interview performers to select most appropriate talent for parts in stage, television, radio, or motion picture productions.
material entity;first-line supervisor of production or operating worker;Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators. Excludes team or work leaders.
material entity;sociologist;Study human society and social behavior by examining the groups and social institutions that people form, as well as various social, religious, political, and business organizations. May study the behavior and interaction of groups, trace their origin and growth, and analyze the influence of group activities on individual members.
material entity;healthcare practitioner or technical occupation holder;
material entity;wellhead pumper;Operate power pumps and auxiliary equipment to produce flow of oil or gas from wells in oil field.
material entity;producer or director;Produce or direct stage, television, radio, video, or film productions for entertainment, information, or instruction. Responsible for creative decisions, such as interpretation of script, choice of actors or guests, set design, sound, special effects, and choreography.
material entity;media programming director;Direct and coordinate activities of personnel engaged in preparation of radio or television station program schedules and programs, such as sports or news.
material entity;transit or railroad police;Protect and police railroad and transit property, employees, or passengers.
material entity;drafter, all other;All drafters not listed separately.
material entity;lifeguard, ski patrol, or other recreational protective service worker;Monitor recreational areas, such as pools, beaches, or ski slopes, to provide assistance and protection to participants.
material entity;farmworker, farm, ranch, or aquacultural animal;Attend to live farm, ranch, open range or aquacultural animals that may include cattle, sheep, swine, goats, horses and other equines, poultry, rabbits, finfish, shellfish, and bees. Attend to animals produced for animal products, such as meat, fur, skins, feathers, eggs, milk, and honey. Duties may include feeding, watering, herding, grazing, milking, castrating, branding, de-beaking, weighing, catching, and loading animals. May maintain records on animals. examine animals to detect diseases and injuries. assist in birth deliveries. and administer medications, vaccinations, or insecticides as appropriate. May clean and maintain animal housing areas. Includes workers who shear wool from sheep and collect eggs in hatcheries.
material entity;public relations specialist;Promote or create an intended public image for individuals, groups, or organizations. May write or select material for release to various communications media. May specialize in using social media.
material entity;timing device assembler or adjuster;Perform precision assembling or adjusting, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components.
material entity;optometrist;Diagnose, manage, and treat conditions and diseases of the human eye and visual system. Examine eyes and visual system, diagnose problems or impairments, prescribe corrective lenses, and provide treatment. May prescribe therapeutic drugs to treat specific eye conditions.
material entity;fence erector (broad);
material entity;engineer;
material entity;teaching assistant, all other;All teaching assistants not listed separately.
material entity;underground mining machine operator, all other;All underground mining machine operators not listed separately.
material entity;property, real estate, or community association manager (broad);
material entity;physical scientist;
material entity;nurse midwive;Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education.
material entity;marine engineer or naval architect (broad);
material entity;electrical power-line installer or repairer;Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.
material entity;office clerk, general (broad);
material entity;arts, design, entertainment, sports, and media occupation holder;
material entity;helper--extraction worker;
material entity;kindergarten teacher, except special education;Teach academic and social skills to kindergarten students.
material entity;miscellaneous personal appearance worker;
material entity;orthotist or prosthetist;Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions.
material entity;information security analyst;Plan, implement, upgrade, or monitor security measures for the protection of computer networks and information. Assess system vulnerabilities for security risks and propose and implement risk mitigation strategies. May ensure appropriate security controls are in place that will safeguard digital files and vital electronic infrastructure. May respond to computer security breaches and viruses.
material entity;slaughterer or meat packer;Perform nonroutine or precision functions involving the preparation of large portions of meat. Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats. Work typically occurs in slaughtering, meat packing, or wholesale establishments.
material entity;metal-refining furnace operator or tender;Operate or tend furnaces, such as gas, oil, coal, electric-arc or electric induction, open-hearth, or oxygen furnaces, to melt and refine metal before casting or to produce specified types of steel.
material entity;furnace, Kiln, oven, drier, or Kettle operator or tender (broad);
material entity;director, religious activities or education;Coordinate or design programs and conduct outreach to promote the religious education or activities of a denominational group. May provide counseling, guidance, and leadership relative to marital, health, financial, and religious problems.
material entity;fish or game warden (broad);
material entity;audiovisual equipment installer or repairer;Install, repair, or adjust audio or television receivers, stereo systems, camcorders, video systems, or other electronic entertainment equipment in homes or other venues. May perform routine maintenance.
material entity;aircraft service attendant;Service aircraft with fuel. May de-ice aircraft, refill water and cooling agents, empty sewage tanks, service air and oxygen systems, or clean and polish exterior.
material entity;eligibility interviewer, government program;Determine eligibility of persons applying to receive assistance from government programs and agency resources, such as welfare, unemployment benefits, social security, and public housing.
material entity;miscellaneous vehicle or mobile equipment mechanic, installer, or repairer;
material entity;budget analyst;Examine budget estimates for completeness, accuracy, and conformance with procedures and regulations. Analyze budgeting and accounting reports.
material entity;tutor (broad);
material entity;laborer or material mover;
material entity;personal appearance worker;
material entity;childcare worker (broad);
material entity;traffic technician;Conduct field studies to determine traffic volume, speed, effectiveness of signals, adequacy of lighting, and other factors influencing traffic conditions, under direction of traffic engineer.
material entity;chemical technician;Conduct chemical and physical laboratory tests to assist scientists in making qualitative and quantitative analyses of solids, liquids, and gaseous materials for research and development of new products or processes, quality control, maintenance of environmental standards, and other work involving experimental, theoretical, or practical application of chemistry and related sciences.
material entity;actuary;Analyze statistical data, such as mortality, accident, sickness, disability, and retirement rates and construct probability tables to forecast risk and liability for payment of future benefits. May ascertain insurance rates required and cash reserves necessary to ensure payment of future benefits.
material entity;brokerage clerk;Perform duties related to the purchase, sale, or holding of securities. Duties include writing orders for stock purchases or sales, computing transfer taxes, verifying stock transactions, accepting and delivering securities, tracking stock price fluctuations, computing equity, distributing dividends, and keeping records of daily transactions and holdings.
material entity;milling or planing machine setter, operator, or tender, metal or plastic;Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces.
material entity;supervisor of farming, fishing, or forestry worker;
material entity;photographer (broad);
material entity;automotive technician or repairer;
material entity;mental health counselor;Counsel and advise individuals and groups to promote optimum mental and emotional health, with an emphasis on prevention. May help individuals deal with a broad range of mental health issues, such as those associated with addictions and substance abuse. family, parenting, and marital problems. stress management. self-esteem. or aging.
material entity;legal support worker;
material entity;social or community service manager;Plan, direct, or coordinate the activities of a social service program or community outreach organization. Oversee the program or organization's budget and policies regarding participant involvement, program requirements, and benefits. Work may involve directing social workers, counselors, or probation officers.
material entity;agricultural worker, all other;All agricultural workers not listed separately.
material entity;first-line enlisted military supervisor;
material entity;septic tank servicer or sewer pipe cleaner (broad);
material entity;painter, construction or maintenance;Paint walls, equipment, buildings, bridges, and other structural surfaces, using brushes, rollers, and spray guns. May remove old paint to prepare surface prior to painting. May mix colors or oils to obtain desired color or consistency.
material entity;computer occupation;
material entity;management analyst (broad);
material entity;cutting worker;
material entity;loan interviewer or clerk;Interview loan applicants to elicit information. investigate applicants' backgrounds and verify references. prepare loan request papers. and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan.
material entity;recreation worker;Conduct recreation activities with groups in public, private, or volunteer agencies or recreation facilities. Organize and promote activities, such as arts and crafts, sports, games, music, dramatics, social recreation, camping, and hobbies, taking into account the needs and interests of individual members.
material entity;electrical or electronic equipment mechanic, installer, or repairer;
material entity;architectural or engineering manager (broad);
material entity;dietitian or nutritionist;Plan and conduct food service or nutritional programs to assist in the promotion of health and control of disease. May supervise activities of a department providing quantity food services, counsel individuals, or conduct nutritional research.
material entity;captain, mate, or pilot of water vessel;Command or supervise operations of ships and water vessels, such as tugboats and ferryboats. Required to hold license issued by U.S. Coast Guard.
material entity;chief sustainability officer;Communicate and coordinate with management, shareholders, customers, and employees to address sustainability issues. Enact or oversee a corporate sustainability strategy.
material entity;credit analyst;Analyze credit data and financial statements of individuals or firms to determine the degree of risk involved in extending credit or lending money. Prepare reports with credit information for use in decisionmaking.
material entity;mobile heavy equipment mechanic, except engine;Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and mining.
material entity;pumping station operator;
material entity;chief executive;Determine and formulate policies and provide overall direction of companies or private and public sector organizations within guidelines set up by a board of directors or similar governing body. Plan, direct, or coordinate operational activities at the highest level of management with the help of subordinate executives and staff managers.
material entity;dietetic technician;Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals.
material entity;mail clerk or mail machine operator, except postal service (broad);
material entity;drafter;
material entity;photographic process worker or processing machine operator (broad);
material entity;metal worker or plastic worker;
material entity;postal service mail sorter, processor, or processing machine operator;Prepare incoming and outgoing mail for distribution for the United States Postal Service (USPS). Examine, sort, and route mail. Load, operate, and occasionally adjust and repair mail processing, sorting, and canceling machinery. Keep records of shipments, pouches, and sacks, and perform other duties related to mail handling within the postal service. Includes postal service mail sorters and processors employed by USPS contractors.
material entity;economist;Conduct research, prepare reports, or formulate plans to address economic problems related to the production and distribution of goods and services or monetary and fiscal policy. May collect and process economic and statistical data using sampling techniques and econometric methods.
material entity;brickmason or blockmason;Lay and bind building materials, such as brick, structural tile, concrete block, cinder block, glass block, and terra-cotta block, with mortar and other substances, to construct or repair walls, partitions, arches, sewers, and other structures.
material entity;environmental economist;Conduct economic analysis related to environmental protection and use of the natural environment, such as water, air, land, and renewable energy resources. Evaluate and quantify benefits, costs, incentives, and impacts of alternative options using economic principles and statistical techniques.
material entity;accountant or auditor (broad);
material entity;mental health or substance abuse social worker;Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs. Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education.
material entity;audio or video technician;Set up, maintain, and dismantle audio and video equipment, such as microphones, sound speakers, connecting wires and cables, sound and mixing boards, video cameras, video monitors and servers, and related electronic equipment for live or recorded events, such as concerts, meetings, conventions, presentations, podcasts, news conferences, and sporting events.
material entity;atmospheric, earth, marine, or space sciences teacher, postsecondary;Teach courses in the physical sciences, except chemistry and physics. Includes both teachers primarily engaged in teaching, and those who do a combination of teaching and research.
material entity;emergency management director (broad);
material entity;semiconductor processing technician;Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnace. saw formed ingots into segments. load individual segment into crystal growing chamber and monitor controls. locate crystal axis in ingot using x-ray equipment and saw ingots into wafers. and clean, polish, and load wafers into series of special purpose furnaces, chemical baths, and equipment used to form circuitry and change conductive properties.
material entity;telecommunications equipment installer or repairer, except line installer;Install, set up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers' property. May install communications equipment or communications wiring in buildings.
material entity;commercial diver;Work below surface of water, using surface-supplied air or scuba equipment to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life.
material entity;media or communication worker;
material entity;engine or other machine assembler (broad);
material entity;miscellaneous material moving worker;
material entity;purchasing manager (broad);
material entity;shoe or leather worker;
material entity;welding, soldering, or brazing worker;
material entity;bailiff, correctional officer, or jailer;
material entity;transportation inspector (broad);
material entity;network or computer systems administrator;Install, configure, and maintain an organization's local area network (LAN), wide area network (WAN), data communications network, operating systems, and physical and virtual servers. Perform system monitoring and verify the integrity and availability of hardware, network, and server resources and systems. Review system and application logs and verify completion of scheduled jobs, including system backups. Analyze network and server resource consumption and control user access. Install and upgrade software and maintain software licenses. May assist in network modeling, analysis, planning, and coordination between network and data communications hardware and software.
material entity;hydrologic technician;Collect and organize data concerning the distribution and circulation of ground and surface water, and data on its physical, chemical, and biological properties. Measure and report on flow rates and ground water levels, maintain field equipment, collect water samples, install and collect sampling equipment, and process samples for shipment to testing laboratories. May collect data on behalf of hydrologists, engineers, developers, government agencies, or agriculture.
material entity;correspondence clerk (broad);
material entity;oral or maxillofacial surgeon;Perform surgery and related procedures on the hard and soft tissues of the oral and maxillofacial regions to treat diseases, injuries, or defects. May diagnose problems of the oral and maxillofacial regions. May perform surgery to improve function or appearance.
material entity;therapist;
material entity;public safety telecommunicator;Operate telephone, radio, or other communication systems to receive and communicate requests for emergency assistance at 9-1-1 public safety answering points and emergency operations centers. Take information from the public and other sources regarding crimes, threats, disturbances, acts of terrorism, fires, medical emergencies, and other public safety matters. May coordinate and provide information to law enforcement and emergency response personnel. May access sensitive databases and other information sources as needed. May provide additional instructions to callers based on knowledge of and certification in law enforcement, fire, or emergency medical procedures.
material entity;forging machine setter, operator, or tender, metal or plastic;Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts.
material entity;floor sander or finisher;Scrape and sand wooden floors to smooth surfaces using floor scraper and floor sanding machine, and apply coats of finish.
material entity;clinical or counseling psychologist;Assess, diagnose, and treat mental and emotional disorders of individuals through observation, interview, and psychological tests. Help individuals with distress or maladjustment understand their problems through their knowledge of case history, interviews with patients, and theory. Provide individual or group counseling services to assist individuals in achieving more effective personal, social, educational, and vocational development and adjustment. May design behavior modification programs and consult with medical personnel regarding the best treatment for patients.
material entity;aircraft mechanics or service technician;Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems.
material entity;general or operations manager (broad);
material entity;first-line supervisor of housekeeping or janitorial worker;Directly supervise and coordinate work activities of cleaning personnel in hotels, hospitals, offices, and other establishments.
material entity;insurance claims or policy processing clerk;Process new insurance policies, modifications to existing policies, and claims forms. Obtain information from policyholders to verify the accuracy and completeness of information on claims forms, applications and related documents, and company records. Update existing policies and company records to reflect changes requested by policyholders and insurance company representatives.
material entity;maintenance or repair worker, general (broad);
material entity;surgeon;
material entity;metal worker or plastic worker, all other;All metal workers and plastic workers not listed separately.
material entity;computer network support specialist;Analyze, test, troubleshoot, and evaluate existing network systems, such as local area networks (LAN), wide area networks (WAN), cloud networks, servers, and other data communications networks. Perform network maintenance to ensure networks operate correctly with minimal interruption.
material entity;telemarketer (broad);
material entity;geography teacher, postsecondary;Teach courses in geography. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
material entity;logging worker, all other;All logging workers not listed separately.
material entity;textile cutting machine setter, operator, or ten;Set up, operate, or tend machines that cut textiles.
material entity;residential advisor;Coordinate activities in resident facilities in secondary school and college dormitories, group homes, or similar establishments. Order supplies and determine need for maintenance, repairs, and furnishings. May maintain household records and assign rooms. May assist residents with problem solving or refer them to counseling resources.
material entity;carpenter (broad);
material entity;new accounts clerk (broad);
material entity;derrick operator, oil or ga;Rig derrick equipment and operate pumps to circulate mud or fluid through drill hole.
material entity;helpers--production worker;Help production workers by performing duties requiring less skill. Duties include supplying or holding materials or tools, and cleaning work area and equipment.
material entity;epidemiologist;Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.
material entity;licensed practical or licensed vocational nurses;
material entity;infantry officer;Direct, train, and lead infantry units in ground combat operations. Duties include directing deployment of infantry weapons, vehicles, and equipment. directing location, construction, and camouflage of infantry positions and equipment. managing field communications operations. coordinating with armor, artillery, and air support units. performing strategic and tactical planning, including battle plan development. and leading basic reconnaissance operations.
material entity;supervisor of food preparation or serving worker;
material entity;financial analyst or advisor;
material entity;baggage porter or bellhop;Handle baggage for travelers at transportation terminals or for guests at hotels or similar establishments.
material entity;medical transcriptionist;Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction.
material entity;self-enrichment teacher;Teach or instruct individuals or groups for the primary purpose of self-enrichment or recreation, rather than for an occupational objective, educational attainment, competition, or fitness.
material entity;usher, lobby attendant, or ticket taker (broad);
material entity;flight attendant;Monitor safety of the aircraft cabin. Provide services to airline passengers, explain safety information, serve food and beverages, and respond to emergency incidents.
material entity;costume attendant;Select, fit, and take care of costumes for cast members, and aid entertainers. May assist with multiple costume changes during performances.
material entity;miscellaneous metal worker or plastic worker;
material entity;surface mining machine operator or earth driller;
material entity;archivist, curator, or museum technician;
material entity;procurement clerk;Compile information and records to draw up purchase orders for procurement of materials and services.
material entity;electric motor, power tool, or related repairer;Repair, maintain, or install electric motors, wiring, or switches.
material entity;software quality assurance analyst or tester;Develop and execute software tests to identify software problems and their causes. Test system modifications to prepare for implementation. Document software and application defects using a bug tracking system and report defects to software or web developers. Create and maintain databases of known defects. May participate in software design reviews to provide input on functional requirements, operational characteristics, product designs, and schedules.
material entity;forester;Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.
material entity;biological science teacher, postsecondary;Teach courses in biological sciences. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
material entity;structural iron or steel worker;Raise, place, and unite iron or steel girders, columns, and other structural members to form completed structures or structural frameworks. May erect metal storage tanks and assemble prefabricated metal buildings.
material entity;air transportation worker;
material entity;coil winder, taper, or finisher;Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment.
material entity;faller;Use axes or chainsaws to fell trees using knowledge of tree characteristics and cutting techniques to control direction of fall and minimize tree damage.
material entity;commercial or industrial designer;Design and develop manufactured products, such as cars, home appliances, and children's toys. Combine artistic talent with research on product use, marketing, and materials to create the most functional and appealing product design.
material entity;industrial production manager;Plan, direct, or coordinate the work activities and resources necessary for manufacturing products in accordance with cost, quality, and quantity specifications.
material entity;shipping, receiving, or inventory clerk;Verify and maintain records on incoming and outgoing shipments involving inventory. Duties include verifying and recording incoming merchandise or material and arranging for the transportation of products. May prepare items for shipment.
material entity;agricultural inspector;Inspect agricultural commodities, processing equipment, and facilities, and fish and logging operations, to ensure compliance with regulations and laws governing health, quality, and safety.
material entity;geothermal production manager;Manage operations at geothermal power generation facilities. Maintain and monitor geothermal plant equipment for efficient and safe plant operations.
material entity;quality control systems manager;Plan, direct, or coordinate quality assurance programs. Formulate quality control policies and control quality of laboratory and production efforts.
material entity;biomass power plant manager;Manage operations at biomass power generation facilities. Direct work activities at plant, including supervision of operations and maintenance staff.
material entity;biofuels production manager;Manage biofuels production and plant operations. Collect and process information on plant production and performance, diagnose problems, and design corrective procedures.
material entity;ship engineer (broad);
material entity;hydroelectric production manager;Manage operations at hydroelectric power generation facilities. Maintain and monitor hydroelectric plant equipment for efficient and safe plant operations.
material entity;miscellaneous mathematical science occupation;
material entity;loan officer;Evaluate, authorize, or recommend approval of commercial, real estate, or credit loans. Advise borrowers on financial status and payment methods. Includes mortgage loan officers and agents, collection analysts, loan servicing officers, loan underwriters, and payday loan officers.
